exon_gencodeID	chr	start	end	strand	gencodeID	gene_Symbol	logFC	t	P.Value	adj.P.Val
ENSMUSE00001386579.1	chr7	141,949,263	141,949,539	-	ENSMUSG00000092536.2	Gm20501	0.401804232	3.694149160	0.00038726188794	0.009257358
ENSMUSE00000123096.1	chr14	65,824,118	65,824,258	-	ENSMUSG00000022034.10	Esco2	-0.321781892	-3.694032728	0.00038741484787	0.009258731
ENSMUSE00000757925.1	chr8	36,458,182	36,458,383	+	ENSMUSG00000039620.17	Trmt9b	0.280198632	3.693875060	0.00038762207286	0.009260639
ENSMUSE00001248674.1	chr4	70,291,832	70,291,927	-	ENSMUSG00000039298.16	Cdk5rap2	-0.259190866	-3.692980717	0.00038879951179	0.009281144
ENSMUSE00001367978.1	chr6	6,871,489	6,871,592	-	ENSMUSG00000090063.6	Dlx6os1	-0.289044420	-3.692260218	0.00038975055204	0.009295720
ENSMUSE00001386514.1	chr7	45,451,751	45,451,827	+	ENSMUSG00000003865.16	Gys1	-0.255109773	-3.692209012	0.00038981822585	0.009295720
ENSMUSE00000223400.3	chr18	56,491,895	56,491,999	+	ENSMUSG00000001700.10	Gramd3	0.277076107	3.692078058	0.00038999134772	0.009298908
ENSMUSE00000820977.1	chr3	106,731,663	106,732,211	+	ENSMUSG00000056260.15	Lrif1	0.296207957	3.691784913	0.00039037915210	0.009304221
ENSMUSE00001331362.1	chr9	83,843,628	83,843,742	+	ENSMUSG00000038379.15	Ttk	-0.378754811	-3.691811970	0.00039034334194	0.009304221
ENSMUSE00001241479.1	chr3	63,711,168	63,711,347	-	ENSMUSG00000036834.16	Plch1	-0.341071947	-3.691664128	0.00039053904588	0.009305446
ENSMUSE00001162501.1	chr8	72,502,623	72,505,499	+	ENSMUSG00000097000.2	Gm17435	-0.316490611	-3.691387981	0.00039090484126	0.009308915
ENSMUSE00000471059.3	chr8	68,880,555	68,880,840	+	ENSMUSG00000015568.16	Lpl	0.261487060	3.690463357	0.00039213200528	0.009327770
ENSMUSE00001249413.1	chr12	55,048,887	55,048,977	-	ENSMUSG00000062198.5	2700097O09Rik	-0.271943264	-3.690118483	0.00039259066040	0.009330853
ENSMUSE00001309646.1	chr10	77,925,678	77,925,861	-	ENSMUSG00000009292.18	Trpm2	-0.403398536	-3.688707869	0.00039447198063	0.009355881
ENSMUSE00000635795.1	chr9	67,982,505	67,982,619	+	ENSMUSG00000035284.10	Vps13c	-0.252467755	-3.688545528	0.00039468904128	0.009359502
ENSMUSE00000272729.1	chr8	13,278,517	13,278,685	-	ENSMUSG00000038506.13	Dcun1d2	-0.320975994	-3.688460950	0.00039480217350	0.009361421
ENSMUSE00000607134.1	chr8	71,655,133	71,655,204	-	ENSMUSG00000034799.16	Unc13a	-0.270594871	-3.688282006	0.00039504163067	0.009365572
ENSMUSE00000106381.1	chr11	90,575,250	90,575,339	-	ENSMUSG00000020546.14	Stxbp4	-0.292910179	-3.688024949	0.00039538585950	0.009372048
ENSMUSE00000795217.1	chr7	27,489,253	27,489,507	+	ENSMUSG00000008384.8	Sertad1	0.333394702	3.686725359	0.00039713052249	0.009400534
ENSMUSE00001383585.1	chr7	46,175,411	46,175,481	-	ENSMUSG00000040136.10	Abcc8	-0.294558272	-3.686646693	0.00039723636458	0.009402274
ENSMUSE00000695657.1	chr19	6,542,341	6,544,169	+	ENSMUSG00000033768.17	Nrxn2	0.260729030	3.686581145	0.00039732457632	0.009403346
ENSMUSE00001242313.1	chr9	107,336,179	107,336,272	-	ENSMUSG00000032579.14	Hemk1	-0.405160072	-3.685780816	0.00039840313608	0.009420689
ENSMUSE00000188688.3	chr5	123,802,222	123,802,438	+	ENSMUSG00000029414.11	Kntc1	-0.383905102	-3.685208538	0.00039917606916	0.009432958
ENSMUSE00001352904.1	chr3	33,814,353	33,814,551	-	ENSMUSG00000027676.11	Ccdc39	-0.333854902	-3.684594080	0.00040000755828	0.009446268
ENSMUSE00000831834.1	chr5	106,695,643	106,695,699	-	ENSMUSG00000049606.16	Zfp644	-0.479240888	-3.683803993	0.00040107912942	0.009463190
ENSMUSE00000800109.1	chr3	96,560,479	96,560,565	+	ENSMUSG00000038393.14	Txnip	-0.514542775	-3.683743138	0.00040116177735	0.009463604
ENSMUSE00000389189.3	chr1	189,671,048	189,671,176	-	ENSMUSG00000026605.14	Cenpf	-0.371708675	-3.683699299	0.00040122132684	0.009463732
ENSMUSE00000194322.2	chr6	85,451,113	85,451,283	-	ENSMUSG00000030008.9	Pradc1	0.381809397	3.683607527	0.00040134601367	0.009463970
ENSMUSE00001333558.1	chr7	59,692,438	59,692,898	-	ENSMUSG00000100826.6	Snhg14	-0.447092136	-3.682895612	0.00040231451065	0.009476806
ENSMUSE00000894649.1	chr4	137,540,195	137,540,349	+	ENSMUSG00000028763.18	Hspg2	-0.572939456	-3.682524465	0.00040282030330	0.009483462
ENSMUSE00000943388.1	chr7	142,576,409	142,576,530	-	ENSMUSG00000000031.16	H19	-0.321471882	-3.682013995	0.00040351695108	0.009493748
ENSMUSE00000317157.1	chr4	129,369,229	129,369,322	-	ENSMUSG00000028807.2	Zbtb8a	0.283818399	3.681411400	0.00040434079765	0.009504215
ENSMUSE00000124498.3	chr14	55,625,073	55,625,179	+	ENSMUSG00000002324.8	Rec8	-0.339909142	-3.681478565	0.00040424889285	0.009504215
ENSMUSE00000711884.1	chr18	12,290,717	12,290,815	-	ENSMUSG00000057766.14	Ankrd29	-0.488791288	-3.681377870	0.00040438668552	0.009504215
ENSMUSE00001366619.1	chr6	49,036,677	49,036,792	+	ENSMUSG00000029816.10	Gpnmb	0.744513312	3.681103527	0.00040476232617	0.009510737
ENSMUSE00001462656.1	chr18	74,937,903	74,938,083	+	ENSMUSG00000117767.1	Gm18786	0.725694039	3.680645758	0.00040538986172	0.009519592
ENSMUSE00001351724.1	chr3	152,243,826	152,243,872	-	ENSMUSG00000039103.12	Nexn	-0.366876966	-3.680012307	0.00040625975600	0.009528589
ENSMUSE00000296671.3	chr15	99,232,693	99,233,004	+	ENSMUSG00000037579.7	Kcnh3	0.262941349	3.679976864	0.00040630848035	0.009528589
ENSMUSE00001360553.1	chr1	136,503,310	136,503,439	+	ENSMUSG00000041498.13	Kif14	-0.504563313	-3.679798920	0.00040655319044	0.009532022
ENSMUSE00001374581.1	chr4	43,496,821	43,496,909	-	ENSMUSG00000051517.14	Arhgef39	-0.326726685	-3.679482842	0.00040698820969	0.009536839
ENSMUSE00000801563.1	chr11	98,127,983	98,128,376	-	ENSMUSG00000020883.18	Fbxl20	0.255831568	3.678284564	0.00040864142627	0.009556860
ENSMUSE00000126010.1	chr15	64,744,841	64,744,930	-	ENSMUSG00000022376.8	Adcy8	0.306033398	3.677907463	0.00040916301537	0.009564680
ENSMUSE00001314856.1	chr2	120,041,121	120,041,307	+	ENSMUSG00000033852.16	Gm28042	-0.330280148	-3.677676488	0.00040948280331	0.009565986
ENSMUSE00000710122.1	chr4	53,662,296	53,663,344	+	ENSMUSG00000081516.1	Gm12470	0.347426636	3.677629508	0.00040954787661	0.009565986
ENSMUSE00001379640.1	chr13	117,602,320	117,603,095	+	ENSMUSG00000021730.8	Hcn1	0.312791123	3.677671262	0.00040949004148	0.009565986
ENSMUSE00000759990.1	chr17	34,120,195	34,120,411	-	ENSMUSG00000024335.20	Brd2	0.255386755	3.677068915	0.00041032512739	0.009578755
ENSMUSE00001383041.1	chr8	35,864,085	35,866,305	-	ENSMUSG00000109761.1	5430403N17Rik	-0.566761203	-3.676716862	0.00041081395866	0.009584780
ENSMUSE00000513239.5	chr14	55,878,913	55,883,177	-	ENSMUSG00000040380.14	Cbln3	0.285926280	3.676087271	0.00041168953624	0.009598643
ENSMUSE00001418908.1	chr12	84,612,325	84,612,445	-	ENSMUSG00000021240.6	Abcd4	-0.290288710	-3.675615699	0.00041234651630	0.009607433
ENSMUSE00001213764.1	chr1	74,633,142	74,633,289	+	ENSMUSG00000033276.18	Stk36	-0.318646263	-3.674674971	0.00041366008889	0.009629551
ENSMUSE00001288431.1	chr5	76,887,188	76,887,360	-	ENSMUSG00000055923.16	Aasdh	-0.278337802	-3.674390892	0.00041405753986	0.009635395
ENSMUSE00001458015.1	chr19	17,562,728	17,563,897	-	ENSMUSG00000024713.16	Pcsk5	0.285867627	3.674377123	0.00041407681300	0.009635395
ENSMUSE00000727922.1	chr7	143,795,869	143,796,056	-	ENSMUSG00000031090.14	Nadsyn1	-0.386849555	-3.673149989	0.00041579792647	0.009663984
ENSMUSE00000930769.1	chr17	35,077,155	35,077,206	+	ENSMUSG00000013766.11	Ly6g6e	-0.385676494	-3.673145767	0.00041580385985	0.009663984
ENSMUSE00001344267.1	chr11	98,128,315	98,128,376	-	ENSMUSG00000020883.18	Fbxl20	0.255295337	3.672997843	0.00041601179098	0.009667271
ENSMUSE00001328431.1	chr1	52,119,912	52,120,035	+	ENSMUSG00000101628.1	Gm28177	-0.382067682	-3.671997432	0.00041742063093	0.009682987
ENSMUSE00001455909.1	chr19	4,985,755	4,987,184	-	ENSMUSG00000045903.9	Npas4	-0.341296282	-3.671946420	0.00041749258987	0.009683883
ENSMUSE00001234843.1	chr5	136,111,252	136,111,316	+	ENSMUSG00000004952.13	Rasa4	-0.404783608	-3.671799330	0.00041770014692	0.009686119
ENSMUSE00001256337.1	chr7	110,788,610	110,788,814	+	ENSMUSG00000005686.17	Ampd3	-0.281454146	-3.671555963	0.00041804377472	0.009689050
ENSMUSE00000217488.3	chr9	21,591,427	21,591,514	-	ENSMUSG00000032182.15	Yipf2	-0.276576266	-3.671595990	0.00041798723869	0.009689050
ENSMUSE00000188726.3	chr5	123,797,614	123,797,818	+	ENSMUSG00000029414.11	Kntc1	-0.392215537	-3.671063255	0.00041874028748	0.009698899
ENSMUSE00000784311.1	chr19	45,036,057	45,036,254	-	ENSMUSG00000074818.13	Pdzd7	-0.466182514	-3.670720024	0.00041922614458	0.009706287
ENSMUSE00000788637.1	chr12	84,346,492	84,346,935	-	ENSMUSG00000021234.9	Fam161b	-0.256722274	-3.670684446	0.00041927653769	0.009706681
ENSMUSE00000713120.1	chr11	96,795,439	96,795,825	-	ENSMUSG00000081249.3	Gm11517	0.481358793	3.670058464	0.00042016412146	0.009720029
ENSMUSE00000425224.4	chr17	35,076,937	35,077,206	+	ENSMUSG00000013766.11	Ly6g6e	-0.362758064	-3.669173927	0.00042142135440	0.009734636
ENSMUSE00001419040.1	chr13	73,627,351	73,627,638	+	ENSMUSG00000021611.9	Tert	-0.351320605	-3.668856878	0.00042187286076	0.009740496
ENSMUSE00000809390.1	chr7	143,795,850	143,796,056	-	ENSMUSG00000031090.14	Nadsyn1	-0.371549664	-3.668215253	0.00042278799955	0.009756841
ENSMUSE00001226612.1	chr3	68,935,847	68,935,921	-	ENSMUSG00000027778.15	Ift80	-0.285706530	-3.667709770	0.00042351028800	0.009769235
ENSMUSE00001196296.1	chr11	33,504,682	33,504,828	-	ENSMUSG00000040594.19	Ranbp17	0.345560946	3.667602310	0.00042366399019	0.009770365
ENSMUSE00000106388.1	chr11	90,592,332	90,592,423	-	ENSMUSG00000020546.14	Stxbp4	-0.316677943	-3.667595552	0.00042367365707	0.009770365
ENSMUSE00000929420.1	chr7	105,703,038	105,704,646	+	ENSMUSG00000030882.19	Dnhd1	-0.346444511	-3.667043454	0.00042446418376	0.009782389
ENSMUSE00000976344.1	chr4	118,392,814	118,393,048	-	ENSMUSG00000033253.18	Szt2	-0.256527587	-3.666362476	0.00042544117946	0.009797917
ENSMUSE00001357410.1	chr3	34,611,699	34,611,883	+	ENSMUSG00000105265.4	Sox2ot	-0.273670070	-3.666069918	0.00042586156579	0.009803993
ENSMUSE00001352604.1	chr5	21,287,677	21,287,796	+	ENSMUSG00000039934.12	Gsap	-0.424582679	-3.666061560	0.00042587358098	0.009803993
ENSMUSE00000727791.1	chr11	121,206,638	121,206,774	+	ENSMUSG00000039307.16	Hexdc	0.332862344	3.665302836	0.00042696568745	0.009814250
ENSMUSE00001228996.1	chr2	23,537,328	23,537,383	-	ENSMUSG00000026771.14	Spopl	0.271981865	3.665003750	0.00042739692153	0.009821179
ENSMUSE00001413762.1	chr12	70,267,993	70,268,048	-	ENSMUSG00000021071.17	Trim9	-0.264285430	-3.665022416	0.00042736999668	0.009821179
ENSMUSE00000321063.1	chr13	64,785,219	64,785,359	-	ENSMUSG00000033063.8	Cntnap3	-0.277024510	-3.664342846	0.00042835130784	0.009836115
ENSMUSE00000476035.1	chr2	40,927,201	40,927,326	-	ENSMUSG00000049252.17	Lrp1b	-0.503399637	-3.662760543	0.00043064448367	0.009871740
ENSMUSE00001113331.1	chr12	109,743,666	109,743,847	+	ENSMUSG00000097391.8	Mirg	-0.324136004	-3.662520005	0.00043099410658	0.009878466
ENSMUSE00000544292.1	chr5	71,014,416	71,014,636	-	ENSMUSG00000000560.9	Gabra2	-0.396865478	-3.661731299	0.00043214238391	0.009892024
ENSMUSE00001391416.1	chr8	116,926,109	116,926,262	+	ENSMUSG00000031756.5	Cenpn	-0.281190785	-3.661734443	0.00043213780186	0.009892024
ENSMUSE00001366596.1	chr8	13,278,529	13,278,685	-	ENSMUSG00000038506.13	Dcun1d2	-0.316792091	-3.661178640	0.00043294873236	0.009905535
ENSMUSE00000718764.1	chr9	119,560,262	119,560,380	-	ENSMUSG00000032511.17	Scn5a	-0.669614677	-3.660803780	0.00043349647885	0.009914336
ENSMUSE00001361111.1	chr5	34,487,314	34,489,722	+	ENSMUSG00000106678.1	Gm43457	-0.263574924	-3.659730684	0.00043506813218	0.009933094
ENSMUSE00000321081.1	chr13	64,793,229	64,793,413	-	ENSMUSG00000033063.8	Cntnap3	-0.290342608	-3.659757807	0.00043502834139	0.009933094
ENSMUSE00000837678.1	chr18	50,053,518	50,053,605	-	ENSMUSG00000086600.8	C030005K06Rik	0.428247566	3.659262481	0.00043575555604	0.009940204
ENSMUSE00000134173.3	chr9	108,859,287	108,859,356	+	ENSMUSG00000023259.16	Slc26a6	0.282299202	3.659124494	0.00043595834699	0.009942064
ENSMUSE00000870689.1	chr12	101,958,134	101,958,246	-	ENSMUSG00000021189.11	Atxn3	0.330390496	3.658797478	0.00043643930109	0.009943308
ENSMUSE00000506373.3	chr12	101,958,134	101,958,243	-	ENSMUSG00000021189.11	Atxn3	0.330390496	3.658797478	0.00043643930109	0.009943308
ENSMUSE00001031388.1	chr12	101,958,134	101,958,148	-	ENSMUSG00000021189.11	Atxn3	0.330390496	3.658797478	0.00043643930109	0.009943308
ENSMUSE00000674820.3	chr7	44,548,755	44,548,838	-	ENSMUSG00000038644.14	Pold1	-0.400509192	-3.657918705	0.00043773424192	0.009961117
ENSMUSE00001400435.1	chr9	57,602,124	57,602,461	-	ENSMUSG00000039714.9	Cplx3	0.428582969	3.657730129	0.00043801259945	0.009962929
ENSMUSE00000312391.3	chr10	12,664,947	12,665,138	-	ENSMUSG00000019820.11	Utrn	-0.410971954	-3.657771990	0.00043795079332	0.009962929
ENSMUSE00001451830.1	chr18	6,792,057	6,792,137	+	ENSMUSG00000117461.1	Gm50081	0.285140334	3.656534169	0.00043978187107	0.009986403
ENSMUSE00000172054.3	chr3	33,814,353	33,814,529	-	ENSMUSG00000027676.11	Ccdc39	-0.332531219	-3.656051738	0.00044049748700	0.009996618
ENSMUSE00001293728.1	chr4	43,497,582	43,497,710	-	ENSMUSG00000051517.14	Arhgef39	-0.429969043	-3.655379697	0.00044149620417	0.010011470
ENSMUSE00000760453.1	chr9	40,801,461	40,801,620	+	ENSMUSG00000015656.17	Hspa8	0.453891806	3.655342954	0.00044155087068	0.010011929
ENSMUSE00000406254.4	chr10	37,139,558	37,141,679	+	ENSMUSG00000046463.5	5930403N24Rik	-0.326911015	-3.655203348	0.00044175863238	0.010013517
ENSMUSE00000630945.2	chr4	137,540,213	137,540,349	+	ENSMUSG00000028763.18	Hspg2	-0.559341819	-3.654429723	0.00044291162669	0.010030270
ENSMUSE00001331114.1	chr1	63,175,637	63,175,688	-	ENSMUSG00000025968.16	Ndufs1	0.496317404	3.652738778	0.00044544173218	0.010064055
ENSMUSE00001391967.1	chr8	70,846,504	70,846,564	-	ENSMUSG00000002908.17	Kcnn1	-0.298825633	-3.652686392	0.00044552033368	0.010065049
ENSMUSE00001285125.1	chrX	73,904,248	73,904,469	-	ENSMUSG00000031389.17	Arhgap4	-0.573209699	-3.652142246	0.00044633757267	0.010079597
ENSMUSE00000365060.4	chr4	73,714,579	73,717,773	-	ENSMUSG00000043003.14	Rasef	0.446360598	3.650864182	0.00044826266721	0.010107373
ENSMUSE00000812174.1	chr2	40,697,350	40,697,518	-	ENSMUSG00000049252.17	Lrp1b	-0.326630280	-3.650709147	0.00044849672632	0.010109515
ENSMUSE00001229009.1	chr16	11,995,283	11,995,390	+	ENSMUSG00000022494.15	Shisa9	0.509593711	3.650524126	0.00044877620647	0.010112301
ENSMUSE00001440078.1	chr16	11,995,283	11,995,396	+	ENSMUSG00000022494.15	Shisa9	0.509593711	3.650524126	0.00044877620647	0.010112301
ENSMUSE00001404893.1	chr10	5,210,854	5,211,036	-	ENSMUSG00000096054.3	Syne1	-0.425218326	-3.649933287	0.00044966979564	0.010125753
ENSMUSE00000547148.1	chr1	53,930,970	53,931,109	-	ENSMUSG00000042807.15	Hecw2	0.264559134	3.649124393	0.00045089591342	0.010144722
ENSMUSE00000734285.1	chr12	76,022,300	76,022,383	+	ENSMUSG00000063450.14	Syne2	-0.369052773	-3.648855768	0.00045130379617	0.010150758
ENSMUSE00001381042.1	chr5	37,229,256	37,229,342	+	ENSMUSG00000117286.1	Gm1043	-0.305559261	-3.648609491	0.00045167805259	0.010150849
ENSMUSE00000254476.3	chr9	123,009,760	123,009,924	+	ENSMUSG00000036768.6	Kif15	-0.308295606	-3.647685824	0.00045308433662	0.010174010
ENSMUSE00000222192.8	chr7	143,795,584	143,796,056	-	ENSMUSG00000031090.14	Nadsyn1	-0.354127969	-3.647483790	0.00045339248775	0.010174711
ENSMUSE00000201123.6	chr7	27,486,910	27,487,078	+	ENSMUSG00000008384.8	Sertad1	0.432621026	3.646848641	0.00045436253934	0.010189606
ENSMUSE00001272323.1	chr12	109,743,801	109,743,847	+	ENSMUSG00000097391.8	Mirg	-0.327662150	-3.645994177	0.00045567065701	0.010204244
ENSMUSE00000765726.1	chr5	113,257,474	113,258,386	-	ENSMUSG00000042216.13	Sgsm1	0.333322247	3.645860784	0.00045587519326	0.010205360
ENSMUSE00001251960.1	chr5	114,906,663	114,906,804	+	ENSMUSG00000029561.17	Oasl2	-0.581596881	-3.645540856	0.00045636610683	0.010206269
ENSMUSE00000788617.1	chrX	136,741,824	136,741,970	+	ENSMUSG00000087368.7	BC065397	-0.450218746	-3.645639354	0.00045621491225	0.010206269
ENSMUSE00000800158.2	chr1	139,493,648	139,494,088	+	ENSMUSG00000033952.14	Aspm	-0.296908405	-3.645037879	0.00045713891365	0.010215630
ENSMUSE00001351151.1	chr1	139,493,648	139,494,091	+	ENSMUSG00000033952.14	Aspm	-0.296908405	-3.645037879	0.00045713891365	0.010215630
ENSMUSE00000404833.3	chr15	99,241,920	99,242,817	+	ENSMUSG00000037579.7	Kcnh3	0.265716229	3.644646334	0.00045774137008	0.010223594
ENSMUSE00001346720.1	chr3	152,255,285	152,255,311	-	ENSMUSG00000039103.12	Nexn	-0.359201232	-3.642605495	0.00046089375490	0.010268764
ENSMUSE00000753657.1	chr12	76,023,023	76,023,144	+	ENSMUSG00000063450.14	Syne2	-0.350666006	-3.642438049	0.00046115331288	0.010272387
ENSMUSE00000672881.1	chr11	100,745,236	100,745,342	-	ENSMUSG00000035355.15	Kcnh4	-0.297005734	-3.642087539	0.00046169708914	0.010281148
ENSMUSE00000153449.1	chr2	5,866,354	5,866,407	+	ENSMUSG00000025817.12	Nudt5	-0.252079140	-3.641796454	0.00046214913725	0.010286428
ENSMUSE00000641636.1	chr19	40,340,685	40,340,750	-	ENSMUSG00000025006.18	Sorbs1	-0.452681120	-3.641797488	0.00046214752960	0.010286428
ENSMUSE00000207236.1	chrX	93,585,844	93,585,905	-	ENSMUSG00000006678.6	Pola1	-0.386646283	-3.641558288	0.00046251931552	0.010291577
ENSMUSE00000814024.1	chr9	21,574,894	21,575,014	+	ENSMUSG00000032185.15	Carm1	0.426152708	3.641125109	0.00046319332005	0.010301845
ENSMUSE00000273994.2	chr2	57,114,718	57,115,038	-	ENSMUSG00000026826.13	Nr4a2	0.393144238	3.640400296	0.00046432317995	0.010322621
ENSMUSE00001405539.1	chr9	67,973,282	67,974,533	+	ENSMUSG00000035284.10	Vps13c	-0.281597782	-3.639597336	0.00046557791225	0.010342224
ENSMUSE00000217486.3	chr9	21,590,356	21,590,472	-	ENSMUSG00000032182.15	Yipf2	-0.292868971	-3.639095499	0.00046636373436	0.010354934
ENSMUSE00000364259.1	chr4	45,274,312	45,274,494	+	ENSMUSG00000035615.12	Frmpd1	0.343110158	3.638763596	0.00046688414855	0.010361742
ENSMUSE00001461318.1	chr18	53,221,392	53,221,886	-	ENSMUSG00000118240.1	Gm1859	-0.318938954	-3.638092779	0.00046793765397	0.010381162
ENSMUSE00000839047.1	chr4	49,704,204	49,708,008	-	ENSMUSG00000039579.15	Grin3a	0.673908000	3.637924764	0.00046820187145	0.010385439
ENSMUSE00001016018.1	chr19	16,654,341	16,654,487	-	ENSMUSG00000046230.11	Vps13a	-0.289248757	-3.637348752	0.00046910877404	0.010401588
ENSMUSE00001232732.1	chr14	61,602,839	61,603,806	-	ENSMUSG00000097589.9	Dleu2	-0.697604492	-3.636867358	0.00046986798373	0.010410485
ENSMUSE00000192020.3	chr5	137,580,167	137,580,286	+	ENSMUSG00000029716.13	Tfr2	0.400145844	3.636605017	0.00047028221420	0.010418075
ENSMUSE00001307616.1	chr3	20,098,080	20,098,215	+	ENSMUSG00000002428.12	Hltf	-0.264237873	-3.636105938	0.00047107120615	0.010427610
ENSMUSE00001276368.1	chr13	83,730,237	83,730,314	+	ENSMUSG00000050334.12	C130071C03Rik	-0.313030630	-3.635624571	0.00047183338704	0.010438125
ENSMUSE00000368805.3	chr1	163,912,072	163,912,137	+	ENSMUSG00000026585.13	Kifap3	-0.253227173	-3.634287010	0.00047395738654	0.010472394
ENSMUSE00001281565.1	chr2	121,175,771	121,175,824	+	ENSMUSG00000027263.12	Tubgcp4	-0.304152541	-3.634249433	0.00047401718882	0.010472394
ENSMUSE00000828882.1	chr2	121,175,771	121,175,918	+	ENSMUSG00000027263.12	Tubgcp4	-0.304152541	-3.634249433	0.00047401718882	0.010472394
ENSMUSE00001285783.1	chr12	72,495,565	72,495,695	+	ENSMUSG00000021090.16	Lrrc9	-0.485777549	-3.633805204	0.00047472469929	0.010482152
ENSMUSE00000749419.1	chr4	103,038,101	103,039,341	-	ENSMUSG00000035126.19	Dnai4	-0.397797583	-3.633260836	0.00047559306307	0.010487692
ENSMUSE00001456104.1	chr18	34,628,505	34,628,579	+	ENSMUSG00000003779.16	Kif20a	-0.250753025	-3.633313925	0.00047550831050	0.010487692
ENSMUSE00001245199.1	chr2	109,287,797	109,288,166	+	ENSMUSG00000027115.14	Kif18a	-0.319066603	-3.633012151	0.00047599026269	0.010490412
ENSMUSE00000813694.1	chr11	79,344,833	79,345,186	+	ENSMUSG00000020716.16	Nf1	0.469556098	3.632450602	0.00047688832436	0.010501221
ENSMUSE00001255013.1	chr12	72,497,787	72,497,926	+	ENSMUSG00000021090.16	Lrrc9	-0.576397083	-3.630702558	0.00047969420440	0.010545440
ENSMUSE00000885905.1	chr6	30,693,637	30,693,676	-	ENSMUSG00000029790.16	Cep41	-0.320984564	-3.630563919	0.00047991741106	0.010547954
ENSMUSE00000741131.1	chr7	6,331,153	6,331,278	-	ENSMUSG00000030443.16	Zfp583	0.358317020	3.630268104	0.00048039399730	0.010555238
ENSMUSE00000274935.1	chr3	108,461,196	108,461,322	-	ENSMUSG00000040412.17	Elapor1	-0.253597228	-3.630034080	0.00048077134910	0.010557945
ENSMUSE00000824266.1	chr12	100,192,039	100,193,540	+	ENSMUSG00000072884.10	Gm10433	-0.378916545	-3.629682212	0.00048133925023	0.010567224
ENSMUSE00000843977.1	chr15	76,689,328	76,689,494	+	ENSMUSG00000033819.16	Ppp1r16a	-0.268642254	-3.629500264	0.00048163315638	0.010570041
ENSMUSE00000974448.2	chr10	130,497,174	130,497,396	-	ENSMUSG00000091511.3	Vmn2r87	-0.806211294	-3.629411669	0.00048177632874	0.010571817
ENSMUSE00000195877.1	chr6	120,792,910	120,792,985	+	ENSMUSG00000004902.7	Slc25a18	0.279674852	3.629264871	0.00048201364776	0.010574047
ENSMUSE00000846014.1	chr7	44,548,755	44,548,847	-	ENSMUSG00000038644.14	Pold1	-0.396357429	-3.628399790	0.00048341442024	0.010593488
ENSMUSE00000798772.1	chr7	44,548,755	44,548,849	-	ENSMUSG00000038644.14	Pold1	-0.396357429	-3.628399790	0.00048341442024	0.010593488
ENSMUSE00000980706.1	chr4	103,038,065	103,039,341	-	ENSMUSG00000035126.19	Dnai4	-0.397892421	-3.628285177	0.00048360029459	0.010593670
ENSMUSE00001387378.1	chr19	11,818,692	11,818,942	-	ENSMUSG00000041488.16	Stx3	0.314624144	3.628147942	0.00048382294737	0.010595294
ENSMUSE00000843101.1	chr5	114,910,891	114,911,220	+	ENSMUSG00000029561.17	Oasl2	-0.444891761	-3.627949397	0.00048414524259	0.010598422
ENSMUSE00001250754.1	chr3	68,940,086	68,940,204	-	ENSMUSG00000027778.15	Ift80	-0.314879221	-3.627789112	0.00048440557848	0.010600929
ENSMUSE00000473329.1	chr5	31,058,069	31,058,198	+	ENSMUSG00000013629.16	Cad	-0.270594499	-3.627713504	0.00048452842720	0.010602341
ENSMUSE00000448020.3	chr1	91,438,334	91,438,412	-	ENSMUSG00000055866.9	Per2	0.385729779	3.627145178	0.00048545280227	0.010618253
ENSMUSE00000254747.3	chr9	122,991,861	122,992,002	+	ENSMUSG00000036768.6	Kif15	-0.355290827	-3.626934179	0.00048579641369	0.010622573
ENSMUSE00000583151.1	chr9	110,637,879	110,637,998	-	ENSMUSG00000056724.15	Nbeal2	-0.497341219	-3.626707364	0.00048616604061	0.010624664
ENSMUSE00001024647.1	chr10	81,595,229	81,595,245	-	ENSMUSG00000034758.12	Tle6	-0.653342003	-3.626738733	0.00048611490494	0.010624664
ENSMUSE00001407858.1	chr10	128,728,854	128,731,047	-	ENSMUSG00000025357.8	Dgka	-0.291709500	-3.626651312	0.00048625742620	0.010624664
ENSMUSE00001048626.1	chr1	46,233,479	46,234,351	+	ENSMUSG00000041144.12	Dnah7b	-0.483674650	-3.626553059	0.00048641765382	0.010627367
ENSMUSE00000169724.1	chr2	151,587,322	151,587,493	+	ENSMUSG00000027456.8	Sdcbp2	0.520858171	3.626188530	0.00048701255479	0.010634771
ENSMUSE00000630783.1	chr1	12,842,649	12,842,824	+	ENSMUSG00000016918.15	Sulf1	-0.282133850	-3.626114585	0.00048713331629	0.010635811
ENSMUSE00000840812.1	chr2	127,813,829	127,813,867	-	ENSMUSG00000027379.13	Bub1	-0.455399274	-3.625931096	0.00048743309719	0.010639960
ENSMUSE00000818873.1	chr8	71,406,862	71,407,749	+	ENSMUSG00000046295.13	Ankle1	-0.404656542	-3.625772621	0.00048769215057	0.010643218
ENSMUSE00000447418.3	chr1	91,430,774	91,430,880	-	ENSMUSG00000055866.9	Per2	0.333090535	3.625628530	0.00048792780533	0.010645560
ENSMUSE00001399035.1	chr10	30,567,761	30,567,871	-	ENSMUSG00000019792.8	Trmt11	-0.686387614	-3.625356653	0.00048837274223	0.010652475
ENSMUSE00000126008.1	chr15	64,725,453	64,725,531	-	ENSMUSG00000022376.8	Adcy8	0.274414150	3.624949302	0.00048904010718	0.010664493
