transcript_id	transcript_name	gencodeID	gene_Symbol	logFC	t	P.Value	adj.P.Val
ENSMUST00000102657.9	B9d1-201	ENSMUSG00000001039.12	B9d1	-0.232460312	-3.818438724	0.000268183661	0.0093062074
ENSMUST00000023089.4	Wbp2nl-201	ENSMUSG00000022455.4	Wbp2nl	-0.228395197	-3.817967055	0.000268615289	0.0093123669
ENSMUST00000180667.2	Mirt1-202	ENSMUSG00000097636.8	Mirt1	-0.205088174	-3.817403060	0.000269132277	0.0093247820
ENSMUST00000019302.9	Tmem160-201	ENSMUSG00000019158.9	Tmem160	0.142737987	3.817003708	0.000269498918	0.0093319764
ENSMUST00000025979.12	Aldh18a1-201	ENSMUSG00000025007.13	Aldh18a1	-0.201721410	-3.814697625	0.000271625465	0.0094000669
ENSMUST00000102939.8	Cacna1b-204	ENSMUSG00000004113.18	Cacna1b	-0.145547349	-3.813957457	0.000272311400	0.0094127050
ENSMUST00000070039.13	Fez2-201	ENSMUSG00000056121.16	Fez2	0.218229997	3.814061616	0.000272214773	0.0094127050
ENSMUST00000137809.1	Frmd4a-207	ENSMUSG00000026657.17	Frmd4a	0.162797222	3.813085716	0.000273121391	0.0094351464
ENSMUST00000237902.1	Ergic1-214	ENSMUSG00000001576.15	Ergic1	0.334890302	3.812176680	0.000273968484	0.0094588425
ENSMUST00000110851.7	Zfand2a-202	ENSMUSG00000053581.13	Zfand2a	0.131669774	3.811630494	0.000274478659	0.0094708853
ENSMUST00000077115.12	Ptpro-201	ENSMUSG00000030223.14	Ptpro	-0.179034900	-3.811272941	0.000274813129	0.0094768549
ENSMUST00000119131.2	Ttc3-202	ENSMUSG00000040785.19	Ttc3	0.549981315	3.811071930	0.000275001335	0.0094777765
ENSMUST00000181489.2	Panct2-201	ENSMUSG00000097814.5	Panct2	-0.206827849	-3.810247475	0.000275774554	0.0094848802
ENSMUST00000211783.1	Cyth2-208	ENSMUSG00000003269.17	Cyth2	0.170568540	3.810015931	0.000275992082	0.0094848802
ENSMUST00000034561.10	Alg9-201	ENSMUSG00000032059.13	Alg9	-0.213592068	-3.809991057	0.000276015460	0.0094848802
ENSMUST00000134077.1	Gm20521-201	ENSMUSG00000092232.1	Gm20521	0.588905838	3.810096795	0.000275916095	0.0094848802
ENSMUST00000225980.1	Atp9b-212	ENSMUSG00000024566.10	Atp9b	0.242170333	3.810332177	0.000275695020	0.0094848802
ENSMUST00000119868.1	Gm13717-201	ENSMUSG00000081564.1	Gm13717	0.457950150	3.809178090	0.000276780577	0.0095056070
ENSMUST00000185204.1	9130024F11Rik-202	ENSMUSG00000087022.4	9130024F11Rik	0.316787999	3.808888318	0.000277053782	0.0095094255
ENSMUST00000181660.7	Pantr1-208	ENSMUSG00000060424.14	Pantr1	-0.253394796	-3.806978092	0.000278861257	0.0095658701
ENSMUST00000031841.8	Tra2a-201	ENSMUSG00000029817.11	Tra2a	-0.385005391	-3.806121888	0.000279675055	0.0095881823
ENSMUST00000028295.8	Dnlz-201	ENSMUSG00000075467.4	Dnlz	-0.132072828	-3.804772073	0.000280962626	0.0096267013
ENSMUST00000024704.9	Flywch2-201	ENSMUSG00000023911.12	Flywch2	0.189956406	3.804563385	0.000281162196	0.0096279188
ENSMUST00000006565.12	Cdc20-201	ENSMUSG00000006398.15	Cdc20	-0.159678540	-3.803973807	0.000281726743	0.0096416255
ENSMUST00000124743.1	Ttll7-204	ENSMUSG00000036745.15	Ttll7	0.289523230	3.803665732	0.000282022169	0.0096416275
ENSMUST00000143400.7	Asb8-204	ENSMUSG00000048175.13	Asb8	0.102190672	3.803631156	0.000282055345	0.0096416275
ENSMUST00000074085.11	Rpl10-202	ENSMUSG00000008682.13	Rpl10	0.143402166	3.802729143	0.000282922123	0.0096656276
ENSMUST00000027587.14	Ccnt2-201	ENSMUSG00000026349.14	Ccnt2	-0.126191881	-3.801949814	0.000283673058	0.0096856444
ENSMUST00000054674.14	Hjurp-201	ENSMUSG00000044783.16	Hjurp	-0.132261995	-3.801701848	0.000283912389	0.0096881801
ENSMUST00000135026.1	Mtch2-204	ENSMUSG00000027282.17	Mtch2	-0.549696636	-3.799647586	0.000285902538	0.0097278131
ENSMUST00000111738.7	Tctn1-201	ENSMUSG00000038593.18	Tctn1	-0.132669105	-3.799736344	0.000285816276	0.0097278131
ENSMUST00000120939.7	Mgst1-205	ENSMUSG00000008540.11	Mgst1	0.755640075	3.799993433	0.000285566555	0.0097278131
ENSMUST00000225946.1	Cdk7-204	ENSMUSG00000069089.8	Cdk7	0.358975957	3.799813290	0.000285741513	0.0097278131
ENSMUST00000081285.8	Syngap1-201	ENSMUSG00000067629.13	Syngap1	0.290285763	3.800041934	0.000285519467	0.0097278131
ENSMUST00000143997.1	Plcg1-206	ENSMUSG00000016933.17	Plcg1	0.228166675	3.799216793	0.000286321572	0.0097364264
ENSMUST00000115264.1	Dock11-202	ENSMUSG00000031093.14	Dock11	-0.208227777	-3.798871414	0.000286657948	0.0097422206
ENSMUST00000090779.3	Gm20634-201	ENSMUSG00000070392.5	Gm20634	-0.224944718	-3.797545428	0.000287952876	0.0097749093
ENSMUST00000144116.1	Klhl22-206	ENSMUSG00000022750.18	Klhl22	0.195097541	3.797593446	0.000287905885	0.0097749093
ENSMUST00000199243.4	Srrt-212	ENSMUSG00000037364.12	Srrt	-0.363075251	-3.794609196	0.000290840240	0.0098672175
ENSMUST00000079158.12	Abcc5-202	ENSMUSG00000022822.16	Abcc5	-0.167550232	-3.793777440	0.000291663164	0.0098837102
ENSMUST00000066208.12	Aldh7a1-201	ENSMUSG00000053644.13	Aldh7a1	-0.209012057	-3.793780208	0.000291660421	0.0098837102
ENSMUST00000032500.8	Prmt8-201	ENSMUSG00000030350.8	Prmt8	0.071378799	3.793013802	0.000292420650	0.0099036614
ENSMUST00000049263.8	Sltm-201	ENSMUSG00000032212.10	Sltm	-0.222873494	-3.791333797	0.000294093738	0.0099545812
ENSMUST00000113717.7	Sptan1-204	ENSMUSG00000057738.14	Sptan1	-0.229283874	-3.789503676	0.000295926723	0.0099999402
ENSMUST00000207480.1	Fuz-205	ENSMUSG00000011658.16	Fuz	-0.246747288	-3.789822423	0.000295606694	0.0099999402
ENSMUST00000162834.2	Cyb5r3-203	ENSMUSG00000018042.18	Cyb5r3	0.133768169	3.789485544	0.000295944937	0.0099999402
ENSMUST00000105907.8	Tmem222-201	ENSMUSG00000028857.16	Tmem222	0.104710329	3.788979934	0.000296453288	0.0100113538
ENSMUST00000106998.7	Clpb-202	ENSMUSG00000001829.17	Clpb	0.439187568	3.787939103	0.000297502385	0.0100374293
ENSMUST00000131990.1	Umps-202	ENSMUSG00000022814.6	Umps	0.295086472	3.787874657	0.000297567460	0.0100374293
ENSMUST00000058159.5	Cnrip1-201	ENSMUSG00000044629.5	Cnrip1	0.105854357	3.786334825	0.000299126350	0.0100842176
ENSMUST00000210812.1	Anapc10-203	ENSMUSG00000036977.8	Anapc10	-0.166308571	-3.786096859	0.000299367955	0.0100865691
ENSMUST00000079237.6	Zfp125-201	ENSMUSG00000069755.5	Zfp125	-0.170899023	-3.785427103	0.000300048955	0.0101037139
ENSMUST00000149603.7	Nipsnap1-206	ENSMUSG00000034285.15	Nipsnap1	-0.349975269	-3.785245120	0.000300234248	0.0101041564
ENSMUST00000010421.6	2610507B11Rik-201	ENSMUSG00000010277.7	2610507B11Rik	-0.083731610	-3.784817911	0.000300669658	0.0101130110
ENSMUST00000042493.9	Ccdc115-201	ENSMUSG00000042111.9	Ccdc115	0.064256372	3.783282617	0.000302239403	0.0101576518
ENSMUST00000099723.8	Madd-205	ENSMUSG00000040687.16	Madd	-0.260699105	-3.783106010	0.000302420474	0.0101576518
ENSMUST00000163779.7	Snca-202	ENSMUSG00000025889.13	Snca	0.181174527	3.783012817	0.000302516065	0.0101576518
ENSMUST00000223160.1	Trim9-211	ENSMUSG00000021071.17	Trim9	0.163817937	3.782392850	0.000303152713	0.0101692126
ENSMUST00000090500.9	Srl-202	ENSMUSG00000022519.14	Srl	-0.120871008	-3.782340149	0.000303206891	0.0101692126
ENSMUST00000159236.8	Tnik-201	ENSMUSG00000027692.16	Tnik	0.191859014	3.781213932	0.000304366882	0.0101940752
ENSMUST00000032111.10	Wbp1-201	ENSMUSG00000030035.14	Wbp1	-0.108137779	-3.780610352	0.000304990306	0.0101940752
ENSMUST00000209161.1	Ptpn5-209	ENSMUSG00000030854.17	Ptpn5	-0.266902055	-3.781351319	0.000304225149	0.0101940752
ENSMUST00000100387.10	Tmub2-202	ENSMUSG00000034757.15	Tmub2	-0.265611424	-3.780784088	0.000304810734	0.0101940752
ENSMUST00000185553.1	9130401M01Rik-202	ENSMUSG00000101892.1	9130401M01Rik	0.390781911	3.781058744	0.000304527057	0.0101940752
ENSMUST00000201186.3	Syngap1-206	ENSMUSG00000067629.13	Syngap1	-0.231981800	-3.780697985	0.000304899717	0.0101940752
ENSMUST00000023776.12	Slc4a8-201	ENSMUSG00000023032.12	Slc4a8	-0.132700412	-3.779991084	0.000305631199	0.0102038748
ENSMUST00000237127.1	Wdr4-213	ENSMUSG00000024037.13	Wdr4	-0.596895204	-3.780096933	0.000305521563	0.0102038748
ENSMUST00000237704.1	Banf1-204	ENSMUSG00000024844.15	Banf1	0.319010197	3.778968283	0.000306692532	0.0102334877
ENSMUST00000209440.1	Tusc3-203	ENSMUSG00000039530.17	Tusc3	0.090984774	3.777792023	0.000307917455	0.0102626912
ENSMUST00000018313.5	Mfng-201	ENSMUSG00000018169.12	Mfng	-0.143596079	-3.777867277	0.000307838948	0.0102626912
ENSMUST00000038794.5	Dpp9-201	ENSMUSG00000001229.9	Dpp9	-0.113622527	-3.776928325	0.000308819854	0.0102869261
ENSMUST00000052138.10	Terf2ip-201	ENSMUSG00000033430.10	Terf2ip	0.073293217	3.776319347	0.000309457638	0.0102964836
ENSMUST00000075510.11	Safb2-201	ENSMUSG00000042625.16	Safb2	-0.128250604	-3.776327236	0.000309449368	0.0102964836
ENSMUST00000180865.2	Gm9917-201	ENSMUSG00000097099.2	Gm9917	-0.102019582	-3.775588588	0.000310224621	0.0103100560
ENSMUST00000217956.1	A730063M14Rik-202	ENSMUSG00000112639.1	A730063M14Rik	0.189315456	3.775428836	0.000310392534	0.0103100560
ENSMUST00000217750.1	Rbms2-204	ENSMUSG00000040043.17	Rbms2	-0.315676413	-3.775606035	0.000310206287	0.0103100560
ENSMUST00000099502.8	Brwd1-202	ENSMUSG00000022914.17	Brwd1	-0.290871829	-3.775029846	0.000310812284	0.0103181592
ENSMUST00000150488.7	Wdr17-209	ENSMUSG00000039375.16	Wdr17	-0.186789211	-3.773902156	0.000312001580	0.0103517856
ENSMUST00000174731.2	Nt5c2-204	ENSMUSG00000025041.17	Nt5c2	0.131383048	3.772383690	0.000313609863	0.0103992676
ENSMUST00000074240.3	Dipk1b-201	ENSMUSG00000036186.5	Dipk1b	0.076398296	3.771255139	0.000314810288	0.0104214102
ENSMUST00000149319.1	Tmem74bos-202	ENSMUSG00000087035.1	Tmem74bos	0.229721104	3.771406000	0.000314649565	0.0104214102
ENSMUST00000036880.7	Cdk10-201	ENSMUSG00000033862.7	Cdk10	-0.274884411	-3.771418589	0.000314636158	0.0104214102
ENSMUST00000197502.4	Supt20-203	ENSMUSG00000027751.13	Supt20	-0.183332075	-3.771018475	0.000315062579	0.0104238827
ENSMUST00000106236.8	Unc5c-202	ENSMUSG00000059921.15	Unc5c	0.196733543	3.770331232	0.000315796299	0.0104363920
ENSMUST00000179077.1	Gm47283-203	ENSMUSG00000096768.8	Gm47283	-0.931991594	-3.770387960	0.000315735672	0.0104363920
ENSMUST00000153008.7	Edf1-205	ENSMUSG00000015092.9	Edf1	0.259487667	3.769875790	0.000316283438	0.0104461597
ENSMUST00000021278.13	Ctc1-201	ENSMUSG00000020898.18	Ctc1	-0.189229663	-3.769722254	0.000316447821	0.0104461597
ENSMUST00000013559.2	Igf2bp1-201	ENSMUSG00000013415.9	Igf2bp1	-0.182415570	-3.768788455	0.000317449350	0.0104733303
ENSMUST00000185599.1	Pantr1-210	ENSMUSG00000060424.14	Pantr1	-0.327308229	-3.767243586	0.000319112913	0.0104763294
ENSMUST00000139738.1	Entr1-211	ENSMUSG00000026927.17	Entr1	0.384190930	3.767238220	0.000319118706	0.0104763294
ENSMUST00000180376.7	Fam193a-202	ENSMUSG00000037210.16	Fam193a	-0.100238712	-3.768417444	0.000317848109	0.0104763294
ENSMUST00000206611.1	Emsy-210	ENSMUSG00000035401.9	Emsy	-0.388721649	-3.767987249	0.000318311077	0.0104763294
ENSMUST00000021065.5	Cacng1-201	ENSMUSG00000020722.5	Cacng1	0.304494079	3.768086307	0.000318204416	0.0104763294
ENSMUST00000225489.1	3830408C21Rik-206	ENSMUSG00000071181.2	3830408C21Rik	0.258270993	3.767449435	0.000318890769	0.0104763294
ENSMUST00000120229.7	Stmn4-203	ENSMUSG00000022044.14	Stmn4	-0.311082613	-3.767902416	0.000318402449	0.0104763294
ENSMUST00000228055.1	Serp2-204	ENSMUSG00000052584.10	Serp2	0.152296499	3.767212295	0.000319146694	0.0104763294
ENSMUST00000022656.7	Bora-201	ENSMUSG00000022070.7	Bora	-0.131883099	-3.767245314	0.000319111047	0.0104763294
ENSMUST00000058787.8	Glra2-201	ENSMUSG00000018589.8	Glra2	-0.105618143	-3.766969685	0.000319408724	0.0104790700
ENSMUST00000146399.7	Fbxl20-203	ENSMUSG00000020883.18	Fbxl20	0.639117567	3.766359367	0.000320068807	0.0104835234
ENSMUST00000161061.2	Atpsckmt-203	ENSMUSG00000039065.11	Atpsckmt	-0.299243990	-3.766410703	0.000320013234	0.0104835234
ENSMUST00000133193.8	Mbp-211	ENSMUSG00000041607.17	Mbp	0.428449415	3.766348736	0.000320080316	0.0104835234
ENSMUST00000046028.11	Strip2-201	ENSMUSG00000039629.14	Strip2	-0.239138355	-3.765219356	0.000321305258	0.0105066977
ENSMUST00000042012.6	Sf3b3-201	ENSMUSG00000033732.10	Sf3b3	-0.089181889	-3.765362985	0.000321149228	0.0105066977
ENSMUST00000045105.12	Spire1-201	ENSMUSG00000024533.17	Spire1	0.384954268	3.765201279	0.000321324901	0.0105066977
ENSMUST00000126197.1	Ccdc163-207	ENSMUSG00000028689.14	Ccdc163	-0.264428182	-3.764638287	0.000321937236	0.0105082404
ENSMUST00000107166.7	Tenm4-203	ENSMUSG00000048078.16	Tenm4	-0.171948620	-3.764499617	0.000322088229	0.0105082404
ENSMUST00000156503.1	Uqcrq-204	ENSMUSG00000044894.14	Uqcrq	0.168138768	3.764744539	0.000321821586	0.0105082404
ENSMUST00000180025.7	Bhlhb9-204	ENSMUSG00000072964.14	Bhlhb9	-0.103748604	-3.764808704	0.000321751765	0.0105082404
ENSMUST00000167456.1	Nabp2-205	ENSMUSG00000025374.13	Nabp2	0.282654293	3.763856258	0.000322789651	0.0105243933
ENSMUST00000109910.8	Nf2-205	ENSMUSG00000009073.16	Nf2	0.067148089	3.763716735	0.000322941958	0.0105243933
ENSMUST00000119278.7	Btbd10-203	ENSMUSG00000038187.14	Btbd10	0.204572686	3.763108158	0.000323607098	0.0105384349
ENSMUST00000034272.8	Mvb12a-201	ENSMUSG00000031813.8	Mvb12a	0.105919885	3.762830059	0.000323911480	0.0105384349
ENSMUST00000034913.4	Mcrip1-201	ENSMUSG00000061111.8	Mcrip1	0.079425126	3.762981894	0.000323745261	0.0105384349
ENSMUST00000074552.11	Ncaph2-202	ENSMUSG00000008690.15	Ncaph2	-0.138733737	-3.762337046	0.000324451758	0.0105501646
ENSMUST00000006451.7	Ttc5-201	ENSMUSG00000006288.8	Ttc5	-0.104045373	-3.761755102	0.000325090598	0.0105650844
ENSMUST00000200170.1	Adam1a-202	ENSMUSG00000072647.6	Adam1a	-0.208299723	-3.761305251	0.000325585253	0.0105753045
ENSMUST00000028341.10	Anapc2-201	ENSMUSG00000026965.12	Anapc2	-0.070730553	-3.760901243	0.000326030111	0.0105838967
ENSMUST00000025250.13	Bag6-201	ENSMUSG00000024392.17	Bag6	-0.094484894	-3.760204253	0.000326798938	0.0106029906
ENSMUST00000090292.12	Drosha-201	ENSMUSG00000022191.16	Drosha	-0.080602387	-3.758627538	0.000328544548	0.0106537377
ENSMUST00000156596.7	Sgip1-214	ENSMUSG00000028524.21	Sgip1	0.375389590	3.756795007	0.000330584550	0.0107021506
ENSMUST00000102550.9	Mtfr1l-201	ENSMUSG00000046671.18	Mtfr1l	0.187948063	3.756864336	0.000330507153	0.0107021506
ENSMUST00000048187.5	Ppp1r14a-201	ENSMUSG00000037166.5	Ppp1r14a	-0.287915376	-3.756943570	0.000330418719	0.0107021506
ENSMUST00000030286.13	Dock7-201	ENSMUSG00000028556.15	Dock7	-0.187183656	-3.755184648	0.000332387195	0.0107486510
ENSMUST00000127290.7	Zfp950-203	ENSMUSG00000074733.14	Zfp950	-0.182495923	-3.755295435	0.000332262880	0.0107486510
ENSMUST00000204825.2	Arpc5l-205	ENSMUSG00000026755.14	Arpc5l	0.421487046	3.754117128	0.000333587346	0.0107815210
ENSMUST00000109372.2	Tmem208-203	ENSMUSG00000014856.12	Tmem208	0.385886200	3.753598632	0.000334171751	0.0107944648
ENSMUST00000027495.14	Septin2-201	ENSMUSG00000026276.20	Septin2	0.195547771	3.749373787	0.000338970163	0.0107949950
ENSMUST00000112198.2	Kdm5b-203	ENSMUSG00000042207.17	Kdm5b	-0.157722964	-3.751952256	0.000336033887	0.0107949950
ENSMUST00000027741.11	Xpr1-201	ENSMUSG00000026469.14	Xpr1	-0.135399250	-3.752486147	0.000335428946	0.0107949950
ENSMUST00000027846.7	Tada1-201	ENSMUSG00000026563.13	Tada1	-0.078466560	-3.749639137	0.000338666866	0.0107949950
ENSMUST00000019854.12	Mrpl24-201	ENSMUSG00000019710.13	Mrpl24	-0.237797483	-3.752280515	0.000335661821	0.0107949950
ENSMUST00000198796.4	Celf3-210	ENSMUSG00000028137.9	Celf3	-0.297874902	-3.752887190	0.000334975218	0.0107949950
ENSMUST00000080728.12	Sgip1-203	ENSMUSG00000028524.21	Sgip1	0.363153362	3.751189393	0.000336900074	0.0107949950
ENSMUST00000030775.11	Chd5-202	ENSMUSG00000005045.16	Chd5	-1.016901865	-3.749897033	0.000338372336	0.0107949950
ENSMUST00000030691.16	Pclo-201	ENSMUSG00000061601.15	Pclo	-0.259198393	-3.749925841	0.000338339451	0.0107949950
ENSMUST00000232332.2	Gm1043-205	ENSMUSG00000117286.1	Gm1043	-0.206235138	-3.749380386	0.000338962617	0.0107949950
ENSMUST00000136312.1	Ubc-202	ENSMUSG00000008348.9	Ubc	-0.136587924	-3.753031781	0.000334811775	0.0107949950
ENSMUST00000064910.6	Strap-201	ENSMUSG00000030224.10	Strap	0.088849319	3.750103644	0.000338136553	0.0107949950
ENSMUST00000131104.2	Rnf121-205	ENSMUSG00000070426.12	Rnf121	0.558084396	3.750385452	0.000337815207	0.0107949950
ENSMUST00000211457.1	Stim1-209	ENSMUSG00000030987.5	Stim1	0.208000889	3.752707391	0.000335178565	0.0107949950
ENSMUST00000019576.14	Ddx39-201	ENSMUSG00000005481.18	Ddx39	-0.092652076	-3.751023390	0.000337088843	0.0107949950
ENSMUST00000034249.7	Cfap20-201	ENSMUSG00000031796.7	Cfap20	0.114811380	3.753137176	0.000334692686	0.0107949950
ENSMUST00000059579.11	Fam76b-201	ENSMUSG00000037808.13	Fam76b	0.210347162	3.752585019	0.000335317032	0.0107949950
ENSMUST00000168499.8	Nlrx1-202	ENSMUSG00000032109.15	Nlrx1	0.212462761	3.751112809	0.000336987149	0.0107949950
ENSMUST00000072239.13	Tmpo-202	ENSMUSG00000019961.17	Tmpo	-0.172433474	-3.750610751	0.000337558509	0.0107949950
ENSMUST00000020719.6	2310033P09Rik-201	ENSMUSG00000020441.6	2310033P09Rik	-0.128985919	-3.751268101	0.000336810607	0.0107949950
ENSMUST00000061242.7	Arf1-201	ENSMUSG00000048076.14	Arf1	0.049572649	3.751947923	0.000336038800	0.0107949950
ENSMUST00000021161.13	Slc13a5-201	ENSMUSG00000020805.14	Slc13a5	0.224970072	3.751096894	0.000337005246	0.0107949950
ENSMUST00000221747.1	Gm49359-201	ENSMUSG00000113450.1	Gm49359	-0.196289472	-3.751239141	0.000336843522	0.0107949950
ENSMUST00000159551.7	Wtap-203	ENSMUSG00000060475.13	Wtap	0.320824006	3.750071844	0.000338172832	0.0107949950
ENSMUST00000235802.1	AA388235-201	ENSMUSG00000118084.1	AA388235	-0.135411592	-3.750604814	0.000337565271	0.0107949950
ENSMUST00000225283.1	Gm47936-201	ENSMUSG00000114742.1	Gm47936	0.283312479	3.749601086	0.000338710343	0.0107949950
ENSMUST00000163694.3	Pkm-202	ENSMUSG00000032294.17	Pkm	-0.090652600	-3.748041571	0.000340496818	0.0108212223
ENSMUST00000019333.9	Rnf145-201	ENSMUSG00000019189.13	Rnf145	0.092747499	3.748097264	0.000340432865	0.0108212223
ENSMUST00000135889.2	Gm11346-203	ENSMUSG00000085603.3	Gm11346	-0.163938308	-3.748011637	0.000340531196	0.0108212223
ENSMUST00000131670.2	Atp8a2-202	ENSMUSG00000021983.16	Atp8a2	0.430177239	3.748385018	0.000340102619	0.0108212223
ENSMUST00000020234.13	Timp3-201	ENSMUSG00000020044.13	Timp3	0.125281908	3.746013132	0.000342833906	0.0108885013
ENSMUST00000173283.1	Zfp977-201	ENSMUSG00000092335.1	Zfp977	-0.219943997	-3.744961845	0.000344051168	0.0109212521
ENSMUST00000027064.7	Tmem14a-201	ENSMUSG00000025933.15	Tmem14a	-0.195433892	-3.744262891	0.000344862751	0.0109282267
ENSMUST00000034534.12	Ets1-201	ENSMUSG00000032035.16	Ets1	-0.139978928	-3.744425070	0.000344674276	0.0109282267
ENSMUST00000049149.14	Lrp1-201	ENSMUSG00000040249.15	Lrp1	-0.168963420	-3.744131379	0.000345015658	0.0109282267
ENSMUST00000016771.12	Myh9-201	ENSMUSG00000022443.17	Myh9	-0.123318022	-3.744423005	0.000344676675	0.0109282267
ENSMUST00000044954.6	Slc30a1-201	ENSMUSG00000037434.7	Slc30a1	0.154628879	3.743348217	0.000345927571	0.0109452975
ENSMUST00000169303.2	Ppfia2-202	ENSMUSG00000053825.15	Ppfia2	0.222675310	3.743492203	0.000345759742	0.0109452975
ENSMUST00000020530.11	Nprl3-201	ENSMUSG00000020289.15	Nprl3	-0.249093004	-3.742639961	0.000346754243	0.0109655425
ENSMUST00000202599.3	Tbc1d19-207	ENSMUSG00000039178.9	Tbc1d19	-0.410557668	-3.742390079	0.000347046353	0.0109688700
ENSMUST00000121224.1	Gm15379-201	ENSMUSG00000082208.1	Gm15379	-0.261202014	-3.742067427	0.000347423877	0.0109748921
ENSMUST00000040599.14	Nav1-201	ENSMUSG00000009418.16	Nav1	-0.167101223	-3.741895172	0.000347625587	0.0109753569
ENSMUST00000109468.2	Top1-201	ENSMUSG00000070544.6	Top1	-0.145568046	-3.741562947	0.000348014937	0.0109817423
ENSMUST00000018918.11	Cd68-201	ENSMUSG00000018774.13	Cd68	0.181578077	3.741273146	0.000348354906	0.0109865634
ENSMUST00000184063.2	Csmd2-205	ENSMUSG00000028804.20	Csmd2	-0.189079130	-3.739978583	0.000349877450	0.0110235689
ENSMUST00000034562.8	Cryab-201	ENSMUSG00000032060.10	Cryab	0.245646946	3.739956153	0.000349903886	0.0110235689
ENSMUST00000025914.6	Vegfb-201	ENSMUSG00000024962.13	Vegfb	-0.186356894	-3.738942302	0.000351100797	0.0110553428
ENSMUST00000197449.1	Rprd2-202	ENSMUSG00000028106.13	Rprd2	0.325091522	3.738541333	0.000351575240	0.0110584167
ENSMUST00000052652.6	Rdh9-201	ENSMUSG00000056148.8	Rdh9	0.325918905	3.738624480	0.000351476806	0.0110584167
ENSMUST00000132925.1	Trrap-207	ENSMUSG00000045482.16	Trrap	-0.131839756	-3.738178387	0.000352005219	0.0110601792
ENSMUST00000022322.16	Glud1-201	ENSMUSG00000021794.16	Glud1	0.062111008	3.738175909	0.000352008156	0.0110601792
ENSMUST00000189677.1	Dnah7a-202	ENSMUSG00000096141.2	Dnah7a	-0.264314847	-3.736217729	0.000354336679	0.0111214346
ENSMUST00000047526.7	Asap3-201	ENSMUSG00000036995.7	Asap3	-0.138622936	-3.736355293	0.000354172621	0.0111214346
ENSMUST00000156757.7	Ryr3-207	ENSMUSG00000057378.15	Ryr3	0.242105678	3.735899942	0.000354715950	0.0111273882
ENSMUST00000106321.8	Ppih-205	ENSMUSG00000060288.13	Ppih	0.170741337	3.735532182	0.000355155347	0.0111352205
ENSMUST00000123542.7	Cenpv-203	ENSMUSG00000018509.8	Cenpv	-0.240476856	-3.734447511	0.000356454322	0.0111699805
ENSMUST00000077788.6	Tnfaip8l1-201	ENSMUSG00000044469.8	Tnfaip8l1	-0.194010548	-3.732736821	0.000358512210	0.0112284723
ENSMUST00000155527.7	Cdh8-207	ENSMUSG00000036510.17	Cdh8	0.227889803	3.731844685	0.000359589900	0.0112562187
ENSMUST00000082090.14	Ap3b2-201	ENSMUSG00000062444.15	Ap3b2	-0.150705106	-3.730239977	0.000361536143	0.0113111092
ENSMUST00000097921.9	Cdkn2c-202	ENSMUSG00000028551.14	Cdkn2c	-0.157532514	-3.729248917	0.000362743145	0.0113428255
ENSMUST00000020977.3	Dus4l-201	ENSMUSG00000020648.3	Dus4l	-0.112586662	-3.728611185	0.000363521862	0.0113611228
ENSMUST00000097713.1	Plekhm3-201	ENSMUSG00000051344.13	Plekhm3	-0.111891236	-3.727850814	0.000364452410	0.0113841433
ENSMUST00000072093.12	Plxnb1-201	ENSMUSG00000053646.13	Plxnb1	-0.092347998	-3.727343270	0.000365074811	0.0113975191
ENSMUST00000040248.8	Spidr-201	ENSMUSG00000041974.10	Spidr	-0.213912659	-3.725399532	0.000367467793	0.0114661282
ENSMUST00000191796.1	Gm37460-201	ENSMUSG00000104282.1	Gm37460	-0.186741234	-3.724936238	0.000368040367	0.0114778923
ENSMUST00000127206.7	Rgs2-202	ENSMUSG00000026360.9	Rgs2	-0.199092459	-3.724247756	0.000368892816	0.0114861677
ENSMUST00000204126.1	Rab7-207	ENSMUSG00000079477.9	Rab7	-0.309661269	-3.724348321	0.000368768184	0.0114861677
ENSMUST00000071648.11	Vegfa-202	ENSMUSG00000023951.18	Vegfa	-0.191614714	-3.724265474	0.000368870856	0.0114861677
ENSMUST00000144452.1	Smyd2-204	ENSMUSG00000026603.13	Smyd2	0.203609347	3.723869897	0.000369361465	0.0114946620
ENSMUST00000116425.2	Terf2-203	ENSMUSG00000031921.17	Terf2	0.176450505	3.723400764	0.000369944108	0.0115066929
ENSMUST00000018005.9	Mybl2-201	ENSMUSG00000017861.11	Mybl2	-0.154155551	-3.723009653	0.000370430519	0.0115157195
ENSMUST00000225098.1	Gkap1-207	ENSMUSG00000021552.7	Gkap1	0.282152455	3.722702236	0.000370813271	0.0115215158
ENSMUST00000098509.4	AW146154-201	ENSMUSG00000074166.7	AW146154	-0.171443119	-3.721887189	0.000371829876	0.0115469899
ENSMUST00000099278.8	Kiz-201	ENSMUSG00000074749.10	Kiz	-0.146708247	-3.720569867	0.000373478585	0.0115920564
ENSMUST00000049074.12	Ptprf-201	ENSMUSG00000033295.14	Ptprf	-0.092462437	-3.719608448	0.000374686252	0.0116233933
ENSMUST00000133440.1	Srl-204	ENSMUSG00000022519.14	Srl	-0.196010090	-3.719255019	0.000375131140	0.0116310470
ENSMUST00000004137.10	Gstm7-201	ENSMUSG00000004035.12	Gstm7	-0.120640391	-3.718918807	0.000375554822	0.0116380355
ENSMUST00000195230.1	Pik3ca-204	ENSMUSG00000027665.13	Pik3ca	-0.500505855	-3.717192158	0.000377737875	0.0116810164
