exon_gencodeID	chr	start	end	strand	gencodeID	gene_Symbol	logFC	t	P.Value	adj.P.Val
ENSMUSE00000807091.1	chr2	181,386,385	181,387,586	+	ENSMUSG00000085028.2	Slc2a4rg-ps	-0.493366342	-4.597398687	0.0000416465	0.013851053
ENSMUSE00001200607.1	chr11	80,385,903	80,386,029	+	ENSMUSG00000017421.18	Zfp207	0.379022190	4.594528266	0.0000420240	0.013851053
ENSMUSE00000992085.1	chr11	107,320,793	107,320,800	-	ENSMUSG00000040430.18	Pitpnc1	0.317742748	4.595392522	0.0000419100	0.013851053
ENSMUSE00000732799.1	chr11	107,320,629	107,320,800	-	ENSMUSG00000040430.18	Pitpnc1	0.317742748	4.595392522	0.0000419100	0.013851053
ENSMUSE00001352941.1	chr5	146,847,008	146,847,382	+	ENSMUSG00000029641.8	Rasl11a	0.398871057	4.593284976	0.0000421885	0.013873689
ENSMUSE00000413421.7	chr11	109,362,831	109,363,256	+	ENSMUSG00000020611.14	Gna13	0.285360317	4.592374130	0.0000423095	0.013886678
ENSMUSE00001348240.1	chr5	137,302,653	137,302,673	-	ENSMUSG00000037364.12	Srrt	0.333575590	4.588870526	0.0000427779	0.013914774
ENSMUSE00000773206.1	chr11	80,385,857	80,386,029	+	ENSMUSG00000017421.18	Zfp207	0.379001915	4.590162181	0.0000426046	0.013914774
ENSMUSE00000840279.1	chr11	116,471,299	116,471,555	-	ENSMUSG00000015869.16	Prpsap1	0.253368569	4.589521562	0.0000426905	0.013914774
ENSMUSE00000498089.5	chr7	24,301,704	24,303,873	-	ENSMUSG00000074282.10	Zfp94	-0.268363972	-4.587900216	0.0000429085	0.013927371
ENSMUSE00001327785.1	chr3	154,764,330	154,767,789	+	ENSMUSG00000078161.8	Erich3	-0.628066864	-4.585853985	0.0000431853	0.013946668
ENSMUSE00001286018.1	chr4	154,023,594	154,023,891	-	ENSMUSG00000078350.11	Smim1	-0.988612150	-4.585659475	0.0000432116	0.013946668
ENSMUSE00001299652.1	chr1	172,496,598	172,496,640	+	ENSMUSG00000037995.15	Igsf9	0.305119120	4.584835399	0.0000433237	0.013953165
ENSMUSE00001240846.1	chr4	87,793,936	87,794,011	-	ENSMUSG00000028496.17	Mllt3	0.259445685	4.584805439	0.0000433277	0.013953165
ENSMUSE00000160686.3	chr1	164,299,545	164,299,744	-	ENSMUSG00000026577.13	Blzf1	-0.327271921	-4.581275310	0.0000438109	0.014000224
ENSMUSE00000770233.1	chr1	164,299,542	164,299,744	-	ENSMUSG00000026577.13	Blzf1	-0.327271921	-4.581275310	0.0000438109	0.014000224
ENSMUSE00001298895.1	chr2	28,681,912	28,682,034	+	ENSMUSG00000026812.16	Tsc1	-0.319430688	-4.581598977	0.0000437664	0.014000224
ENSMUSE00001354718.1	chr5	122,482,800	122,484,999	-	ENSMUSG00000105434.1	Gm43359	1.093073895	4.574329377	0.0000447770	0.014230773
ENSMUSE00000687443.1	chr2	91,712,195	91,712,865	+	ENSMUSG00000027243.8	Harbi1	-0.294722158	-4.569638619	0.0000454413	0.014308935
ENSMUSE00000274280.3	chr13	49,706,679	49,706,805	+	ENSMUSG00000037851.13	Iars	-0.379061258	-4.562273555	0.0000465039	0.014619817
ENSMUSE00000517003.1	chr2	91,712,080	91,712,865	+	ENSMUSG00000027243.8	Harbi1	-0.294522689	-4.559854617	0.0000468582	0.014681012
ENSMUSE00001378315.1	chr7	44,900,133	44,900,220	+	ENSMUSG00000011658.16	Fuz	-0.402963469	-4.552508160	0.0000479505	0.014739972
ENSMUSE00000585173.4	chr11	121,616,197	121,617,852	-	ENSMUSG00000046605.14	B3gntl1	-0.284495821	-4.547801033	0.0000486635	0.014849276
ENSMUSE00001353148.1	chr3	152,223,311	152,223,365	+	ENSMUSG00000028034.15	Fubp1	0.281307201	4.546292991	0.0000488942	0.014887557
ENSMUSE00001311996.1	chr7	125,866,326	125,866,483	+	ENSMUSG00000032743.15	Katnip	0.357316206	4.543792816	0.0000492789	0.014958565
ENSMUSE00001123862.1	chr11	80,395,102	80,395,261	+	ENSMUSG00000017421.18	Zfp207	0.373324085	4.543951210	0.0000492544	0.014958565
ENSMUSE00000916559.1	chr13	49,706,557	49,706,805	+	ENSMUSG00000037851.13	Iars	-0.378400870	-4.542408023	0.0000494933	0.014966615
ENSMUSE00001244644.1	chrX	73,089,400	73,089,498	-	ENSMUSG00000057836.12	Xlr3a	-1.589928063	-4.539399784	0.0000499621	0.015036675
ENSMUSE00001385434.1	chr7	140,882,158	140,882,289	-	ENSMUSG00000025486.17	Sirt3	-0.680295765	-4.523038505	0.0000525896	0.015494470
ENSMUSE00001382465.1	chr7	140,882,158	140,882,298	-	ENSMUSG00000025486.17	Sirt3	-0.680295765	-4.523038505	0.0000525896	0.015494470
ENSMUSE00000235243.3	chr7	140,882,158	140,882,309	-	ENSMUSG00000025486.17	Sirt3	-0.680295765	-4.523038505	0.0000525896	0.015494470
ENSMUSE00001395481.1	chr9	13,250,735	13,252,569	+	ENSMUSG00000079084.10	Ccdc82	0.269688724	4.524938652	0.0000522776	0.015494470
ENSMUSE00000794833.1	chr4	44,761,850	44,761,971	+	ENSMUSG00000035649.17	Zcchc7	0.503023080	4.520786264	0.0000529617	0.015534141
ENSMUSE00000723525.1	chr2	91,712,080	91,715,430	+	ENSMUSG00000027243.8	Harbi1	-0.288315501	-4.518653646	0.0000533165	0.015578492
ENSMUSE00000266781.1	chr11	42,154,809	42,155,029	-	ENSMUSG00000010803.13	Gabra1	-0.321126259	-4.518411698	0.0000533569	0.015578492
ENSMUSE00000860710.1	chr10	11,187,940	11,188,036	+	ENSMUSG00000090112.8	Shprh	-0.299484900	-4.517448688	0.0000535180	0.015609851
ENSMUSE00001423729.1	chr13	67,390,951	67,391,064	-	ENSMUSG00000078994.9	Zfp429	-1.103256483	-4.514775040	0.0000539677	0.015663912
ENSMUSE00000293197.6	chr14	49,042,485	49,042,549	-	ENSMUSG00000061244.14	Exoc5	0.256785272	4.514967773	0.0000539351	0.015663912
ENSMUSE00000802460.1	chr11	102,285,980	102,286,116	+	ENSMUSG00000034757.15	Tmub2	-0.831916938	-4.512480762	0.0000543566	0.015692708
ENSMUSE00000803043.1	chr11	116,478,534	116,478,640	-	ENSMUSG00000015869.16	Prpsap1	0.269055670	4.510172792	0.0000547505	0.015727295
ENSMUSE00001301265.1	chr19	3,889,880	3,889,988	+	ENSMUSG00000024843.15	Chka	0.271324905	4.509303665	0.0000548996	0.015727295
ENSMUSE00000513365.7	chr13	99,246,021	99,250,656	+	ENSMUSG00000050919.9	Zfp366	-0.368534115	-4.504925171	0.0000556568	0.015853032
ENSMUSE00001463587.1	chr13	106,833,993	106,835,802	-	ENSMUSG00000118423.1	Lrrc70	0.521270412	4.501887789	0.0000561880	0.015925424
ENSMUSE00000779607.1	chr2	25,455,141	25,455,648	-	ENSMUSG00000047617.11	Paxx	0.290842699	4.500967655	0.0000563500	0.015927539
ENSMUSE00000383150.2	chr11	116,478,525	116,478,640	-	ENSMUSG00000015869.16	Prpsap1	0.276076159	4.497696198	0.0000569294	0.016026198
ENSMUSE00000735204.1	chr19	21,272,687	21,272,742	+	ENSMUSG00000024750.11	Zfand5	-0.327410437	-4.495166329	0.0000573814	0.016075650
ENSMUSE00000984630.1	chr10	80,669,630	80,669,703	-	ENSMUSG00000020190.13	Mknk2	0.253128587	4.494540249	0.0000574939	0.016091642
ENSMUSE00000606234.1	chr17	75,488,817	75,488,949	+	ENSMUSG00000071042.12	Rasgrp3	-1.171596538	-4.492432600	0.0000578739	0.016135890
ENSMUSE00001262684.1	chr8	105,624,350	105,624,475	-	ENSMUSG00000098120.1	Gm5914	0.376682268	4.490554676	0.0000582146	0.016199816
ENSMUSE00001434729.1	chr14	45,219,717	45,224,713	+	ENSMUSG00000049092.11	Gpr137c	0.287770788	4.485399416	0.0000591600	0.016291421
ENSMUSE00001414021.1	chr13	74,369,326	74,372,827	-	ENSMUSG00000069184.4	Zfp72	-0.419081262	-4.484279401	0.0000593674	0.016316233
ENSMUSE00001392916.1	chr15	65,871,153	65,871,258	+	ENSMUSG00000015002.18	Efr3a	-0.405225231	-4.483900916	0.0000594377	0.016316233
ENSMUSE00000413084.2	chr3	95,878,503	95,879,149	-	ENSMUSG00000038550.10	Ciart	0.472775614	4.481073126	0.0000599651	0.016378006
ENSMUSE00000860781.1	chr3	95,878,505	95,879,149	-	ENSMUSG00000038550.10	Ciart	0.472775614	4.481073126	0.0000599651	0.016378006
ENSMUSE00001296736.1	chr8	105,624,336	105,624,475	-	ENSMUSG00000098120.1	Gm5914	0.375419296	4.481862192	0.0000598174	0.016378006
ENSMUSE00000823713.1	chr2	29,086,107	29,087,656	+	ENSMUSG00000026803.17	Ttf1	-0.252556360	-4.476238917	0.0000608773	0.016529532
ENSMUSE00000770132.1	chr2	29,086,107	29,087,616	+	ENSMUSG00000026803.17	Ttf1	-0.252556360	-4.476238917	0.0000608773	0.016529532
ENSMUSE00000728944.1	chr19	3,889,880	3,889,934	+	ENSMUSG00000024843.15	Chka	0.263790399	4.467909296	0.0000624813	0.016808100
ENSMUSE00000832700.1	chr11	115,429,886	115,430,201	+	ENSMUSG00000016940.18	Kctd2	0.569559235	4.466907621	0.0000626769	0.016825004
ENSMUSE00001295290.1	chr11	116,479,652	116,479,824	-	ENSMUSG00000015869.16	Prpsap1	0.264560874	4.466765404	0.0000627048	0.016825004
ENSMUSE00000265572.3	chr7	99,004,580	99,004,706	-	ENSMUSG00000035354.9	Uvrag	0.270128142	4.464198059	0.0000632092	0.016910060
ENSMUSE00000786251.1	chr11	116,479,652	116,479,839	-	ENSMUSG00000015869.16	Prpsap1	0.264307351	4.462832529	0.0000634791	0.016951083
ENSMUSE00001337587.1	chr4	131,878,628	131,883,237	+	ENSMUSG00000102602.1	A930004J17Rik	0.372065351	4.461330114	0.0000637774	0.016957772
ENSMUSE00001399379.1	chr9	122,908,694	122,914,154	+	ENSMUSG00000111063.1	Zfp660	-0.333667221	-4.461840890	0.0000636758	0.016957772
ENSMUSE00001216286.1	chr16	94,385,336	94,385,423	+	ENSMUSG00000040785.19	Ttc3	0.257148932	4.461203138	0.0000638027	0.016957772
ENSMUSE00000277119.1	chr11	83,529,156	83,529,267	-	ENSMUSG00000035042.2	Ccl5	-2.227157704	-4.459826340	0.0000640773	0.016970576
ENSMUSE00000815368.1	chr4	154,023,581	154,023,891	-	ENSMUSG00000078350.11	Smim1	-0.961870271	-4.458849493	0.0000642729	0.016998790
ENSMUSE00000902297.1	chr15	102,332,430	102,332,718	+	ENSMUSG00000001285.12	Myg1	0.350251693	4.453203516	0.0000654149	0.017128666
ENSMUSE00001201304.1	chr11	80,394,286	80,394,531	+	ENSMUSG00000017421.18	Zfp207	0.365084150	4.452556824	0.0000655469	0.017141227
ENSMUSE00000293851.3	chr16	4,693,212	4,693,412	+	ENSMUSG00000004069.17	Dnaja3	-0.255052078	-4.451844287	0.0000656927	0.017159991
ENSMUSE00000376105.2	chr5	96,781,178	96,784,728	+	ENSMUSG00000034687.8	Fras1	-0.313043004	-4.449904820	0.0000660912	0.017167224
ENSMUSE00000742541.1	chr2	32,309,850	32,310,027	-	ENSMUSG00000026825.17	Dnm1	-0.320764731	-4.448039459	0.0000664767	0.017214101
ENSMUSE00001312235.1	chr2	120,881,031	120,881,181	-	ENSMUSG00000027272.5	Ubr1	-0.285977631	-4.443829589	0.0000673549	0.017315360
ENSMUSE00000764576.1	chr6	86,419,929	86,420,411	+	ENSMUSG00000071337.11	Tia1	0.287783552	4.444288650	0.0000672586	0.017315360
ENSMUSE00000478145.7	chr7	41,372,923	41,375,374	-	ENSMUSG00000056383.10	AI987944	-0.344476599	-4.444998778	0.0000671099	0.017315360
ENSMUSE00001277278.1	chr11	116,472,944	116,473,014	-	ENSMUSG00000015869.16	Prpsap1	0.273361215	4.442727240	0.0000675867	0.017331763
ENSMUSE00001241817.1	chr11	17,222,197	17,222,327	+	ENSMUSG00000078970.5	Dnaaf10	-0.386591097	-4.440997042	0.0000679522	0.017379497
ENSMUSE00001264015.1	chr2	127,246,602	127,246,713	-	ENSMUSG00000003662.10	Ciao1	-0.273727610	-4.436062148	0.0000690051	0.017556615
ENSMUSE00000295735.3	chr13	98,789,732	98,789,873	-	ENSMUSG00000041685.16	Fcho2	0.374267545	4.432003067	0.0000698832	0.017638313
ENSMUSE00001330114.1	chr1	60,020,791	60,021,384	-	ENSMUSG00000026018.12	Ica1l	0.286504691	4.426113538	0.0000711768	0.017751468
ENSMUSE00000683767.1	chr2	127,035,044	127,035,210	+	ENSMUSG00000001998.15	Ap4e1	-0.475052758	-4.426285318	0.0000711387	0.017751468
ENSMUSE00001247058.1	chr2	105,388,977	105,389,176	-	ENSMUSG00000005973.6	Rcn1	-0.260261478	-4.424020056	0.0000716422	0.017754300
ENSMUSE00000756946.1	chr7	90,469,923	90,472,719	-	ENSMUSG00000030614.8	Tmem126b	-0.281500682	-4.424143638	0.0000716147	0.017754300
ENSMUSE00001250044.1	chr7	27,342,646	27,342,760	-	ENSMUSG00000089832.8	Shkbp1	0.300480912	4.423147637	0.0000718371	0.017755496
ENSMUSE00000823013.1	chr11	80,395,390	80,395,566	+	ENSMUSG00000017421.18	Zfp207	0.366661765	4.422487610	0.0000719848	0.017755496
ENSMUSE00001432722.1	chr14	70,441,304	70,441,717	-	ENSMUSG00000000776.13	Polr3d	-0.261561791	-4.422858246	0.0000719018	0.017755496
ENSMUSE00000828541.1	chr16	4,693,212	4,694,245	+	ENSMUSG00000004069.17	Dnaja3	-0.254137318	-4.419463054	0.0000726657	0.017863611
ENSMUSE00000737532.1	chr18	76,960,814	76,962,053	+	ENSMUSG00000025421.15	Hdhd2	0.413078639	4.418948784	0.0000727821	0.017875885
ENSMUSE00000538217.4	chr7	6,316,276	6,317,779	-	ENSMUSG00000030443.16	Zfp583	-0.403487500	-4.418533488	0.0000728763	0.017883901
ENSMUSE00000274285.3	chr13	49,705,787	49,705,885	+	ENSMUSG00000037851.13	Iars	-0.414857064	-4.417455860	0.0000731211	0.017914830
ENSMUSE00000888553.1	chr13	49,705,806	49,705,885	+	ENSMUSG00000037851.13	Iars	-0.424026351	-4.417436391	0.0000731255	0.017914830
ENSMUSE00001364213.1	chr5	149,188,859	149,190,140	+	ENSMUSG00000041264.16	Uspl1	0.996029427	4.414429522	0.0000738129	0.017927342
ENSMUSE00001239824.1	chr5	73,034,946	73,035,153	-	ENSMUSG00000070733.13	Fryl	-0.318070918	-4.412472835	0.0000742637	0.017940404
ENSMUSE00000273260.7	chr7	44,900,133	44,900,624	+	ENSMUSG00000011658.16	Fuz	-0.351438253	-4.411341663	0.0000745255	0.017940404
ENSMUSE00001380702.1	chr7	44,900,133	44,900,604	+	ENSMUSG00000011658.16	Fuz	-0.349030873	-4.404605605	0.0000761033	0.018139612
ENSMUSE00000826661.1	chr11	102,958,300	102,958,899	-	ENSMUSG00000085338.1	2410004I01Rik	-0.499591366	-4.404495329	0.0000761294	0.018139612
ENSMUSE00000698894.1	chr1	58,753,784	58,758,884	+	ENSMUSG00000026031.15	Cflar	-0.310732404	-4.401773537	0.0000767764	0.018196076
ENSMUSE00001257525.1	chr2	110,862,820	110,862,938	-	ENSMUSG00000074968.11	Ano3	-1.430783607	-4.401424294	0.0000768598	0.018201010
ENSMUSE00000451072.3	chr1	86,930,754	86,930,833	+	ENSMUSG00000053333.15	Dis3l2	0.280546792	4.400495428	0.0000770821	0.018206684
ENSMUSE00001355059.1	chr5	43,752,909	43,754,271	-	ENSMUSG00000104728.1	Gm42462	0.790664714	4.400639813	0.0000770475	0.018206684
ENSMUSE00000888390.2	chr13	67,786,159	67,789,078	+	ENSMUSG00000090659.9	Zfp493	-0.359585389	-4.399362246	0.0000773541	0.018206684
ENSMUSE00000960321.2	chr5	147,519,286	147,519,752	+	ENSMUSG00000029647.15	Pan3	0.294853242	4.394934021	0.0000784262	0.018362585
ENSMUSE00000776872.1	chr2	158,597,223	158,597,539	-	ENSMUSG00000086496.1	Gm14204	0.333112483	4.387169458	0.0000803412	0.018705535
ENSMUSE00000388636.5	chr4	116,819,904	116,821,707	-	ENSMUSG00000043155.4	Hpdl	-0.787686148	-4.384716360	0.0000809557	0.018757878
ENSMUSE00000460055.4	chr9	102,541,886	102,546,239	+	ENSMUSG00000035606.8	Ky	-0.400043624	-4.384438150	0.0000810256	0.018757878
ENSMUSE00001384233.1	chr5	110,076,136	110,079,380	-	ENSMUSG00000109771.1	Gm35315	-0.577138708	-4.377084756	0.0000828969	0.018924857
ENSMUSE00001263520.1	chr11	103,333,840	103,333,938	-	ENSMUSG00000034255.17	Arhgap27	-0.803649603	-4.374151362	0.0000836552	0.019035155
ENSMUSE00001289501.1	chr4	103,038,069	103,039,341	-	ENSMUSG00000035126.19	Dnai4	-0.411378807	-4.373262088	0.0000838864	0.019065549
ENSMUSE00001039990.1	chr12	35,082,869	35,082,971	+	ENSMUSG00000020590.16	Snx13	-0.339300258	-4.372540161	0.0000840745	0.019069677
ENSMUSE00001423070.1	chr13	67,390,955	67,391,064	-	ENSMUSG00000078994.9	Zfp429	-1.085910965	-4.369906362	0.0000847645	0.019122980
ENSMUSE00001136916.1	chr11	80,395,390	80,395,573	+	ENSMUSG00000017421.18	Zfp207	0.364475676	4.367892814	0.0000852957	0.019213013
ENSMUSE00000818342.1	chr11	120,189,440	120,189,852	-	ENSMUSG00000075389.3	2810410L24Rik	0.325294789	4.366705666	0.0000856105	0.019239197
ENSMUSE00000980706.1	chr4	103,038,065	103,039,341	-	ENSMUSG00000035126.19	Dnai4	-0.410606035	-4.366380928	0.0000856967	0.019243717
ENSMUSE00000310361.3	chr5	137,302,527	137,302,673	-	ENSMUSG00000037364.12	Srrt	0.279265577	4.364643404	0.0000861599	0.019303001
ENSMUSE00000657024.2	chr17	69,417,461	69,418,931	+	ENSMUSG00000073374.3	C030034I22Rik	0.326344044	4.364345131	0.0000862396	0.019305994
ENSMUSE00001427029.1	chr13	46,428,954	46,428,982	+	ENSMUSG00000038132.6	Rbm24	0.312331949	4.357759342	0.0000880191	0.019517130
ENSMUSE00000749419.1	chr4	103,038,101	103,039,341	-	ENSMUSG00000035126.19	Dnai4	-0.410784061	-4.356056808	0.0000884849	0.019582504
ENSMUSE00000232407.3	chr10	118,168,051	118,168,997	+	ENSMUSG00000020212.14	Mdm1	0.287998222	4.354933542	0.0000887936	0.019606050
ENSMUSE00000791524.1	chr4	155,892,312	155,892,441	+	ENSMUSG00000029033.16	Acap3	0.254263551	4.353364553	0.0000892265	0.019656861
ENSMUSE00001365721.1	chr6	86,419,897	86,420,411	+	ENSMUSG00000071337.11	Tia1	0.294145252	4.353574791	0.0000891683	0.019656861
ENSMUSE00001330565.1	chr3	17,794,593	17,794,761	+	ENSMUSG00000100252.6	Mir124-2hg	0.320751869	4.348833828	0.0000904882	0.019863066
ENSMUSE00000375504.5	chr10	76,459,567	76,463,319	-	ENSMUSG00000033126.5	Ybey	-0.265138414	-4.348840205	0.0000904864	0.019863066
ENSMUSE00000804088.1	chr1	45,817,263	45,818,264	+	ENSMUSG00000025995.16	Wdr75	-0.250277654	-4.346339395	0.0000911903	0.019938445
ENSMUSE00001298962.1	chr4	152,128,408	152,128,553	-	ENSMUSG00000028943.18	Espn	-1.501832189	-4.342598616	0.0000922532	0.020050242
ENSMUSE00000770655.1	chr2	173,586,636	173,587,115	-	ENSMUSG00000055897.13	Ppp4r1l-ps	-0.359428762	-4.341148049	0.0000926686	0.020095472
ENSMUSE00001257512.1	chr5	147,519,505	147,519,752	+	ENSMUSG00000029647.15	Pan3	0.293140860	4.339853651	0.0000930408	0.020161159
ENSMUSE00000160135.3	chr1	181,109,160	181,109,222	-	ENSMUSG00000026516.8	Nvl	0.251951038	4.338931101	0.0000933070	0.020203787
ENSMUSE00000748597.1	chr4	155,892,272	155,892,441	+	ENSMUSG00000029033.16	Acap3	0.254226275	4.334370516	0.0000946340	0.020354703
ENSMUSE00000707360.1	chr17	29,328,508	29,328,895	+	ENSMUSG00000024011.17	Pi16	-0.570162398	-4.331225902	0.0000955597	0.020432903
ENSMUSE00000334373.7	chr17	29,328,508	29,328,898	+	ENSMUSG00000024011.17	Pi16	-0.570162398	-4.331225902	0.0000955597	0.020432903
ENSMUSE00000729258.1	chr10	80,171,982	80,172,512	+	ENSMUSG00000045193.13	Cirbp	-0.439869547	-4.327915120	0.0000965438	0.020567728
ENSMUSE00000500385.3	chr7	29,776,132	29,779,821	+	ENSMUSG00000046185.10	Zfp84	-0.277584497	-4.320950843	0.0000986466	0.020817435
ENSMUSE00000795411.1	chr11	84,818,600	84,818,734	-	ENSMUSG00000018405.7	Mrm1	-0.583116426	-4.321183084	0.0000985757	0.020817435
ENSMUSE00000763114.1	chr8	61,050,028	61,050,159	+	ENSMUSG00000031644.19	Nek1	-0.490463823	-4.320447841	0.0000988002	0.020825895
ENSMUSE00001287270.1	chr11	117,741,645	117,741,818	+	ENSMUSG00000025571.13	Tnrc6c	-0.295757899	-4.319305227	0.0000991500	0.020849123
ENSMUSE00000781090.1	chr3	106,539,443	106,539,603	-	ENSMUSG00000040774.15	Cept1	-0.270263298	-4.316995780	0.0000998606	0.020921810
ENSMUSE00000353709.7	chr7	6,315,660	6,317,779	-	ENSMUSG00000030443.16	Zfp583	-0.382881519	-4.316995853	0.0000998606	0.020921810
ENSMUSE00001414512.1	chr13	70,623,087	70,623,957	-	ENSMUSG00000034525.7	Ice1	0.388637588	4.315774802	0.0001002384	0.020955656
ENSMUSE00001421212.1	chr12	99,196,411	99,196,813	-	ENSMUSG00000033713.12	Foxn3	0.257727470	4.306983014	0.0001029999	0.021245112
ENSMUSE00000265582.3	chr7	99,065,800	99,065,882	-	ENSMUSG00000035354.9	Uvrag	0.322857589	4.305069363	0.0001036108	0.021329597
ENSMUSE00001330749.1	chr1	128,179,087	128,179,117	+	ENSMUSG00000056211.13	R3hdm1	0.252541132	4.303357645	0.0001041602	0.021366281
ENSMUSE00000769380.1	chr11	72,308,607	72,309,061	+	ENSMUSG00000040483.15	Xaf1	-0.856044960	-4.299525834	0.0001054005	0.021584829
ENSMUSE00000615245.1	chr14	59,412,091	59,412,184	-	ENSMUSG00000071350.12	Setdb2	-0.512584776	-4.297692808	0.0001059989	0.021613698
ENSMUSE00001236657.1	chr15	91,755,790	91,755,991	+	ENSMUSG00000036273.15	Lrrk2	-0.908443339	-4.293858983	0.0001072612	0.021766619
ENSMUSE00001380502.1	chr7	44,900,133	44,900,347	+	ENSMUSG00000011658.16	Fuz	-0.355776481	-4.290706653	0.0001083102	0.021820191
ENSMUSE00000105872.1	chr11	84,854,255	84,854,380	-	ENSMUSG00000020530.14	Ggnbp2	0.496689392	4.290766576	0.0001082902	0.021820191
ENSMUSE00000234299.1	chr4	34,671,780	34,671,846	-	ENSMUSG00000028293.14	Slc35a1	-0.269524135	-4.289707584	0.0001086447	0.021834062
ENSMUSE00001352255.1	chr3	95,773,070	95,773,153	-	ENSMUSG00000028106.13	Rprd2	0.475889599	4.287764895	0.0001092981	0.021935057
ENSMUSE00000799113.1	chr1	52,214,518	52,214,557	-	ENSMUSG00000026103.14	Gls	0.262435265	4.283001018	0.0001109167	0.022046879
ENSMUSE00000832978.1	chr2	32,309,893	32,310,027	-	ENSMUSG00000026825.17	Dnm1	-0.321799274	-4.284915128	0.0001102636	0.022046879
ENSMUSE00001359321.1	chr5	147,517,502	147,521,250	+	ENSMUSG00000029647.15	Pan3	0.287951740	4.283460368	0.0001107596	0.022046879
ENSMUSE00000123574.1	chr14	70,441,304	70,441,455	-	ENSMUSG00000000776.13	Polr3d	-0.264984762	-4.283699996	0.0001106778	0.022046879
ENSMUSE00000337904.8	chr16	35,832,874	35,834,935	-	ENSMUSG00000034422.14	Parp14	-0.771239805	-4.285241851	0.0001101525	0.022046879
ENSMUSE00001460650.1	chr17	33,999,271	33,999,684	-	ENSMUSG00000061232.16	H2-K1	-0.408503692	-4.281233613	0.0001115232	0.022077717
ENSMUSE00001085277.1	chr5	135,852,892	135,852,921	+	ENSMUSG00000039860.19	Srrm3	0.349493797	4.280574525	0.0001117502	0.022094601
ENSMUSE00000551564.2	chr1	24,612,407	24,612,700	-	ENSMUSG00000067736.2	Gm10222	-1.794535293	-4.279850580	0.0001120000	0.022097689
ENSMUSE00000829208.1	chr4	154,020,588	154,023,453	-	ENSMUSG00000078350.11	Smim1	-0.429436377	-4.278815124	0.0001123583	0.022097689
ENSMUSE00000757647.1	chr11	117,741,669	117,741,818	+	ENSMUSG00000025571.13	Tnrc6c	-0.302464773	-4.278748304	0.0001123814	0.022097689
ENSMUSE00000818578.1	chr12	24,654,843	24,655,137	+	ENSMUSG00000020653.12	Klf11	0.318884810	4.279326693	0.0001121811	0.022097689
ENSMUSE00000496855.2	chr12	40,222,758	40,223,553	+	ENSMUSG00000035983.4	Gm7008	-0.635124271	-4.276034144	0.0001133261	0.022252014
ENSMUSE00000940487.1	chr8	109,805,473	109,805,668	+	ENSMUSG00000031731.16	Ap1g1	0.924811726	4.273712779	0.0001141402	0.022279967
ENSMUSE00001339226.1	chr9	108,796,541	108,796,572	+	ENSMUSG00000032599.12	Ip6k2	0.279907795	4.273950556	0.0001140566	0.022279967
ENSMUSE00000097920.1	chr10	4,422,082	4,422,190	-	ENSMUSG00000019763.11	Rmnd1	-0.398249193	-4.273662247	0.0001141580	0.022279967
ENSMUSE00000764761.1	chr11	116,472,944	116,473,243	-	ENSMUSG00000015869.16	Prpsap1	0.259344495	4.272138068	0.0001146957	0.022324981
ENSMUSE00001456753.1	chr18	59,179,265	59,182,021	+	ENSMUSG00000058152.8	Chsy3	0.417597564	4.269725117	0.0001155521	0.022397652
ENSMUSE00000787211.1	chr5	106,975,238	106,975,660	+	ENSMUSG00000029283.17	Cdc7	0.309599149	4.268140871	0.0001161177	0.022451489
ENSMUSE00000787929.1	chr7	27,342,646	27,342,757	-	ENSMUSG00000089832.8	Shkbp1	0.294409131	4.265568628	0.0001170419	0.022570152
ENSMUSE00000296071.1	chr2	120,889,776	120,889,872	-	ENSMUSG00000027272.5	Ubr1	-0.299568947	-4.260971408	0.0001187116	0.022770196
ENSMUSE00000867379.1	chr17	21,396,840	21,399,262	+	ENSMUSG00000062743.9	Zfp677	-0.470045760	-4.256943500	0.0001201936	0.022873648
ENSMUSE00000855308.1	chr17	21,396,840	21,399,265	+	ENSMUSG00000062743.9	Zfp677	-0.470045760	-4.256943500	0.0001201936	0.022873648
ENSMUSE00000137272.3	chr17	29,491,665	29,492,031	+	ENSMUSG00000024014.8	Pim1	0.321779086	4.258292249	0.0001196953	0.022873648
ENSMUSE00000145155.1	chr19	29,954,543	29,954,668	+	ENSMUSG00000024810.16	Il33	-1.231707532	-4.257692561	0.0001199166	0.022873648
ENSMUSE00000891540.1	chr8	83,724,478	83,726,892	+	ENSMUSG00000005481.18	Ddx39a	0.445723199	4.255824629	0.0001206085	0.022893566
ENSMUSE00000355468.4	chr16	36,872,192	36,872,713	+	ENSMUSG00000022837.14	Iqcb1	-0.283912725	-4.254680536	0.0001210341	0.022958594
ENSMUSE00000127799.3	chr16	4,705,844	4,705,960	+	ENSMUSG00000004069.17	Dnaja3	-0.409716812	-4.252662376	0.0001217886	0.023008379
ENSMUSE00000531428.1	chr7	48,795,901	48,796,046	+	ENSMUSG00000030471.17	Zdhhc13	-0.319226876	-4.251865404	0.0001220878	0.023019110
ENSMUSE00000147061.3	chr19	38,792,701	38,792,798	-	ENSMUSG00000024999.7	Noc3l	-0.375765832	-4.249251328	0.0001230742	0.023044498
ENSMUSE00000843663.1	chr19	3,875,379	3,875,788	+	ENSMUSG00000024843.15	Chka	0.274416524	4.245700650	0.0001244266	0.023199416
