chr	start	end	width	strand	Length	gencodeID	gene_type	EntrezID	Symbol	meanExprs	MGI_Symbol	logFC	t	P.Value	adj.P.Val
chr15	10,568,969	10,714,567	145,599	-	8,462	ENSMUSG00000022246.14	protein_coding	75646	Rai14	2.116014663	MGI:MGI:1922896	-0.166591430	-3.664545090	0.00043798414756	0.0052259829
chr18	80,192,265	80,200,658	8,394	-	1,477	ENSMUSG00000024570.7	protein_coding	68731	Rbfa	17.565455495	MGI:MGI:1915981	0.102076126	3.663365723	0.00043971977287	0.0052435598
chr1	158,711,727	158,980,490	268,764	-	10,294	ENSMUSG00000073530.11	protein_coding	23850	Pappa2	1.123788963	MGI:MGI:3051647	-0.204632121	-3.662904683	0.00044040004167	0.0052454087
chr12	4,833,174	4,841,591	8,418	-	1,021	ENSMUSG00000020635.8	protein_coding	14226	Fkbp1b	25.680079890	MGI:MGI:1336205	0.132454661	3.662935683	0.00044035426899	0.0052454087
chr13	64,161,824	64,186,537	24,714	+	5,362	ENSMUSG00000021476.9	protein_coding	56541	Habp4	16.265866367	MGI:MGI:1891713	0.120622358	3.662004935	0.00044173050934	0.0052581199
chr2	91,932,824	91,975,864	43,041	-	6,270	ENSMUSG00000040479.12	protein_coding	104418	Dgkz	43.985009785	MGI:MGI:1278339	0.085891729	3.661671129	0.00044222508304	0.0052608718
chr7	97,081,586	97,308,946	227,361	+	6,168	ENSMUSG00000004508.6	protein_coding	14389	Gab2	10.826086561	MGI:MGI:1333854	0.104326220	3.661132013	0.00044302496002	0.0052672503
chr13	67,658,685	67,687,071	28,387	-	15,129	ENSMUSG00000048280.18	protein_coding	408068	Zfp738	1.793057187	MGI:MGI:3040706	-0.132926703	-3.660713286	0.00044364716756	0.0052715101
chr13	14,521,486	14,524,531	3,046	+	1,131	ENSMUSG00000113654.1	antisense	102632948	Gm30893	0.593304108	MGI:MGI:5590052	-0.244791561	-3.659456856	0.00044551914446	0.0052906061
chr17	56,162,477	56,173,955	11,479	+	6,256	ENSMUSG00000044469.8	protein_coding	66443	Tnfaip8l1	1.332143319	MGI:MGI:1913693	-0.198034270	-3.658964598	0.00044625461378	0.0052961911
chr2	163,054,687	163,084,688	30,002	+	4,632	ENSMUSG00000017861.11	protein_coding	17865	Mybl2	0.996928142	MGI:MGI:101785	-0.178688231	-3.656897825	0.00044935513228	0.0053286920
chr3	101,275,899	101,287,939	12,041	-	1,741	ENSMUSG00000027863.8	protein_coding	12481	Cd2	2.136351787	MGI:MGI:88320	-0.580081002	-3.656650914	0.00044972690682	0.0053286920
chr16	90,386,013	90,499,553	113,541	+	8,402	ENSMUSG00000053414.8	protein_coding	26559	Hunk	4.841267162	MGI:MGI:1347352	-0.114263921	-3.656606730	0.00044979346554	0.0053286920
chr3	75,516,490	75,556,856	40,367	-	2,939	ENSMUSG00000027835.11	protein_coding	56426	Pdcd10	12.409251637	MGI:MGI:1928396	0.102369686	3.655657829	0.00045122515442	0.0053339505
chr9	108,302,958	108,305,990	3,033	-	1,838	ENSMUSG00000039461.12	protein_coding	102791	Tcta	13.013031170	MGI:MGI:1918829	0.129547857	3.655604654	0.00045130551170	0.0053339505
chr11	72,389,164	72,411,711	22,548	-	3,815	ENSMUSG00000045667.14	protein_coding	276829	Smtnl2	1.478330480	MGI:MGI:2442764	0.180496575	3.655799337	0.00045101137545	0.0053339505
chr13	81,783,077	81,797,155	14,079	+	3,113	ENSMUSG00000021537.9	protein_coding	12626	Cetn3	24.754702515	MGI:MGI:1097706	0.078246498	3.656093331	0.00045056753763	0.0053339505
chr6	82,402,334	82,560,099	157,766	+	6,491	ENSMUSG00000030043.11	protein_coding	21336	Tacr1	1.030326459	MGI:MGI:98475	-0.156917177	-3.653876216	0.00045392493329	0.0053617366
chr8	119,910,360	119,957,557	47,198	+	9,559	ENSMUSG00000031826.20	protein_coding	22224	Usp10	7.721954084	MGI:MGI:894652	-0.070153449	-3.653318657	0.00045477298170	0.0053685789
chr6	83,761,756	83,762,842	1,087	-	1,110	ENSMUSG00000099354.6	antisense	67934	1700124L16Rik	1.034846324	MGI:MGI:1915184	0.283310115	3.653014130	0.00045523680375	0.0053708800
chr3	62,338,344	62,462,221	123,878	+	10,116	ENSMUSG00000036885.14	protein_coding	622434	Arhgef26	4.106042152	MGI:MGI:1918053	0.107514775	3.652340585	0.00045626427047	0.0053783379
chr4	118,432,901	118,437,352	4,452	-	1,868	ENSMUSG00000006398.15	protein_coding	107995	Cdc20	5.239922675	MGI:MGI:1859866	-0.157198584	-3.652246829	0.00045640746730	0.0053783379
chr10	21,882,184	21,999,893	117,710	+	4,903	ENSMUSG00000019970.15	protein_coding	20393	Sgk1	8.228242606	MGI:MGI:1340062	0.113252244	3.651920317	0.00045690649008	0.0053810438
chr10	80,249,121	80,256,793	7,673	+	1,718	ENSMUSG00000020153.14	protein_coding	75406	Ndufs7	27.464725262	MGI:MGI:1922656	0.103645880	3.651420613	0.00045767121324	0.0053868738
chr1	183,086,266	183,221,485	135,220	-	5,224	ENSMUSG00000030768.12	protein_coding	68897	Disp1	1.366513313	MGI:MGI:1916147	-0.125753695	-3.651182193	0.00045803650814	0.0053879984
chr11	6,467,599	6,475,917	8,319	-	8,319	ENSMUSG00000094483.2	protein_coding	19291	Purb	30.542049598	MGI:MGI:1338779	0.116018671	3.650356593	0.00045930359236	0.0053997233
chr9	21,755,442	21,760,302	4,861	-	2,573	ENSMUSG00000074476.6	protein_coding	67629	Spc24	2.278880057	MGI:MGI:1914879	-0.175349537	-3.649500780	0.00046062056226	0.0054120207
chr4	73,714,579	73,790,994	76,416	-	5,746	ENSMUSG00000043003.14	protein_coding	242505	Rasef	0.087642110	MGI:MGI:2448565	0.381987288	3.648805474	0.00046169317404	0.0054214341
chr6	22,306,520	22,356,166	49,647	-	3,713	ENSMUSG00000029672.16	protein_coding	27999	Fam3c	15.635477522	MGI:MGI:107892	0.063944594	3.648148571	0.00046270872442	0.0054301669
chr3	5,560,188	5,576,150	15,963	-	2,270	ENSMUSG00000040374.13	protein_coding	19302	Pex2	11.591998931	MGI:MGI:107486	0.091512217	3.647563274	0.00046361536190	0.0054376120
chr12	118,231,595	118,234,564	2,970	-	2,970	ENSMUSG00000113831.1	lincRNA	NA	Gm49602	4.832909198	NA	0.131373308	3.645808846	0.00046634313024	0.0054663954
chr4	118,208,213	118,291,405	83,193	-	9,148	ENSMUSG00000033295.14	protein_coding	19268	Ptprf	13.979867739	MGI:MGI:102695	-0.074097464	-3.643612074	0.00046978014860	0.0054996193
chr4	155,650,655	155,653,384	2,730	-	2,340	ENSMUSG00000029061.2	protein_coding	26561	Mmp23	0.239292181	MGI:MGI:1347361	-0.466844933	-3.643469839	0.00047000351492	0.0054996193
chr13	64,736,182	64,903,955	167,774	-	6,386	ENSMUSG00000033063.8	protein_coding	238680	Cntnap3	2.238399561	MGI:MGI:3588199	-0.189098006	-3.643755763	0.00046955460321	0.0054996193
chrX	105,968,084	106,011,899	43,816	-	4,672	ENSMUSG00000031232.17	protein_coding	67075	Magt1	3.127036778	MGI:MGI:1914325	-0.122999101	-3.643209735	0.00047041224081	0.0055011792
chr7	24,546,289	24,573,435	27,147	+	5,831	ENSMUSG00000051768.9	protein_coding	22594	Xrcc1	4.515327055	MGI:MGI:99137	-0.101192727	-3.642521373	0.00047149556068	0.0055087488
chr8	84,338,639	84,640,246	301,608	+	12,310	ENSMUSG00000034656.18	protein_coding	12286	Cacna1a	6.080437156	MGI:MGI:109482	-0.100064340	-3.642448033	0.00047161112073	0.0055087488
chr2	156,927,345	156,992,043	64,699	-	8,388	ENSMUSG00000027634.14	protein_coding	29812	Ndrg3	35.544777484	MGI:MGI:1352499	0.080395976	3.642034537	0.00047226315731	0.0055099207
chr5	107,908,053	107,987,085	79,033	-	2,892	ENSMUSG00000029270.10	protein_coding	67266	Dipk1a	11.484363617	MGI:MGI:1914516	0.094442584	3.642198508	0.00047200449064	0.0055099207
chr10	40,033,532	40,142,254	108,723	-	7,356	ENSMUSG00000019838.11	protein_coding	72472	Slc16a10	8.568490137	MGI:MGI:1919722	0.217688683	3.641819901	0.00047260195133	0.0055106546
chr5	35,652,023	35,679,094	27,072	-	4,439	ENSMUSG00000029096.15	protein_coding	78558	Htra3	1.162714630	MGI:MGI:1925808	-0.205294265	-3.641252329	0.00047349895323	0.0055146753
chr6	72,347,029	72,348,458	1,430	-	963	ENSMUSG00000108435.1	antisense	NA	Gm45051	0.712285082	NA	0.308161948	3.641257108	0.00047349139414	0.0055146753
chr6	25,743,737	25,809,226	65,490	-	8,669	ENSMUSG00000029676.15	protein_coding	101185	Pot1a	1.878033680	MGI:MGI:2141503	-0.167159958	-3.640730177	0.00047432560024	0.0055210836
chr14	123,276,634	123,627,144	350,511	-	14,715	ENSMUSG00000000197.8	protein_coding	338370	Nalcn	3.966518809	MGI:MGI:2444306	-0.155022038	-3.639813338	0.00047578041518	0.0055347921
chr4	136,143,497	136,145,755	2,259	+	1,791	ENSMUSG00000007872.3	protein_coding	15903	Id3	13.736876306	MGI:MGI:96398	0.146912586	3.639375023	0.00047647741768	0.0055396740
chr19	21,653,185	21,685,409	32,225	+	2,833	ENSMUSG00000047368.4	protein_coding	226016	Abhd17b	11.789598178	MGI:MGI:1917816	0.110225110	3.638271135	0.00047823710457	0.0055568982
chr7	92,734,166	92,741,459	7,294	-	7,303	ENSMUSG00000074024.5	bidirectional_promoter_lncRNA	666737	4632427E13Rik	0.275289399	MGI:MGI:1915436	-0.277700788	-3.635798773	0.00048220066814	0.0055996954
chr15	73,090,392	73,097,554	7,163	+	2,353	ENSMUSG00000068391.8	protein_coding	93696	Chrac1	6.055479261	MGI:MGI:2135796	0.165318408	3.635099688	0.00048332705091	0.0056095145
chr19	8,920,374	8,927,236	6,863	+	2,588	ENSMUSG00000071649.6	protein_coding	72727	B3gat3	33.517761263	MGI:MGI:1919977	0.095382020	3.634877893	0.00048368493494	0.0056104082
chr4	154,964,123	154,980,871	16,749	+	3,487	ENSMUSG00000029056.13	protein_coding	269614	Pank4	7.348673509	MGI:MGI:2387466	-0.089227776	-3.634625618	0.00048409230596	0.0056118745
chr10	67,886,103	67,912,662	26,560	-	5,205	ENSMUSG00000037855.15	protein_coding	216049	Zfp365	46.115732673	MGI:MGI:2143676	0.130387292	3.633852561	0.00048534266043	0.0056231057
chr19	46,707,458	46,741,095	33,638	+	3,212	ENSMUSG00000003559.8	protein_coding	57344	As3mt	3.389107658	MGI:MGI:1929882	-0.175846471	-3.633655651	0.00048566163461	0.0056235394
chr5	34,487,314	34,489,722	2,409	+	2,409	ENSMUSG00000106678.1	TEC	NA	Gm43457	0.397229989	NA	-0.280440640	-3.633118625	0.00048653257622	0.0056271000
chr9	90,202,027	90,270,804	68,778	-	8,799	ENSMUSG00000037410.13	protein_coding	67016	Tbc1d2b	3.031380386	MGI:MGI:1914266	0.106470040	3.633275101	0.00048627865177	0.0056271000
chr8	22,476,788	22,569,612	92,825	+	6,216	ENSMUSG00000037656.9	protein_coding	20516	Slc20a2	5.457714896	MGI:MGI:97851	0.100889226	3.632056694	0.00048825917020	0.0056438013
chrX	20,658,326	20,683,179	24,854	+	4,819	ENSMUSG00000001924.15	protein_coding	22201	Uba1	113.295488690	MGI:MGI:98890	-0.078495005	-3.630954253	0.00049005778304	0.0056613153
chr8	25,017,211	25,023,260	6,050	+	1,802	ENSMUSG00000031556.6	protein_coding	69742	Tm2d2	29.055529969	MGI:MGI:1916992	0.093513629	3.630555463	0.00049070995045	0.0056655726
chr8	70,382,355	70,439,579	57,225	-	11,182	ENSMUSG00000003575.13	protein_coding	382056	Crtc1	15.906987960	MGI:MGI:2142523	0.103517795	3.629512945	0.00049241874312	0.0056820173
chr2	168,081,004	168,101,203	20,200	+	3,399	ENSMUSG00000044641.7	protein_coding	58220	Pard6b	2.149503458	MGI:MGI:2135605	0.169164416	3.628991303	0.00049327588626	0.0056835605
chr5	129,846,986	129,864,050	17,065	+	2,671	ENSMUSG00000025538.15	protein_coding	67902	Sumf2	3.519155298	MGI:MGI:1915152	-0.147975525	-3.628828500	0.00049354368821	0.0056835605
chr5	136,178,127	136,198,963	20,837	-	3,967	ENSMUSG00000039737.11	protein_coding	66801	Prkrip1	5.654399439	MGI:MGI:1914051	0.088124801	3.628739181	0.00049369067058	0.0056835605
chr6	86,526,247	86,582,036	55,790	+	4,328	ENSMUSG00000097048.7	antisense	72012	1600020E01Rik	3.990963421	MGI:MGI:1919262	0.149600624	3.628914763	0.00049340177259	0.0056835605
chr11	87,089,153	87,108,708	19,556	-	3,824	ENSMUSG00000020493.8	protein_coding	270906	Prr11	1.355708083	MGI:MGI:2444496	-0.165925732	-3.626688842	0.00049707615991	0.0057192392
chr2	115,581,716	115,778,768	197,053	+	4,349	ENSMUSG00000040282.13	protein_coding	399568	Cdin1	2.983132341	MGI:MGI:3026886	-0.134399696	-3.626017335	0.00049818972635	0.0057287516
chr19	37,434,810	37,440,731	5,922	+	5,056	ENSMUSG00000024986.12	protein_coding	15242	Hhex	0.365355725	MGI:MGI:96086	0.303679159	3.625490573	0.00049906491666	0.0057355136
chr2	78,868,124	78,921,293	53,170	+	4,390	ENSMUSG00000027011.14	protein_coding	22193	Ube2e3	32.207265243	MGI:MGI:107412	0.069241965	3.624983234	0.00049990921678	0.0057369653
chr4	33,310,311	33,500,914	190,604	+	7,094	ENSMUSG00000028274.17	protein_coding	24018	Rngtt	5.789957214	MGI:MGI:1329041	-0.103925561	-3.624597721	0.00050055168463	0.0057369653
chr6	103,510,586	103,750,211	239,626	+	12,293	ENSMUSG00000030077.11	protein_coding	12661	Chl1	39.283441764	MGI:MGI:1098266	-0.143468404	-3.625026146	0.00049983775231	0.0057369653
chr10	121,365,090	121,397,245	32,156	+	9,442	ENSMUSG00000034707.7	protein_coding	75612	Gns	8.760315487	MGI:MGI:1922862	0.074209068	3.624653487	0.00050045870053	0.0057369653
chr17	35,000,987	35,016,322	15,336	+	5,608	ENSMUSG00000007029.16	protein_coding	22321	Vars	12.987226243	MGI:MGI:90675	-0.094451712	-3.624552354	0.00050062734184	0.0057369653
chr7	15,936,183	15,946,074	9,892	-	3,847	ENSMUSG00000041560.12	protein_coding	68077	Nop53	24.276007701	MGI:MGI:2154441	0.108702475	3.622996075	0.00050322927147	0.0057634756
chr12	72,536,383	72,580,119	43,737	+	4,300	ENSMUSG00000034501.7	protein_coding	67708	Pcnx4	8.280714200	MGI:MGI:1914958	-0.079072895	-3.620951564	0.00050666698524	0.0057995223
chr8	68,793,929	68,831,667	37,739	+	6,885	ENSMUSG00000031864.16	protein_coding	70885	Ints10	7.587375038	MGI:MGI:1918135	-0.092764095	-3.620732077	0.00050703736150	0.0058004377
chr9	120,929,216	120,960,507	31,292	+	5,192	ENSMUSG00000006932.17	protein_coding	12387	Ctnnb1	137.789553257	MGI:MGI:88276	-0.047429603	-3.620477307	0.00050746759728	0.0058020365
chr13	14,050,659	14,063,488	12,830	-	4,721	ENSMUSG00000021302.10	protein_coding	14593	Ggps1	15.211763430	MGI:MGI:1341724	0.091439731	3.619706072	0.00050877211371	0.0058136237
chr5	138,259,656	138,263,994	4,339	-	3,847	ENSMUSG00000036948.17	protein_coding	231807	Trappc14	15.112152096	MGI:MGI:2385896	-0.103264339	-3.619519268	0.00050908856543	0.0058139137
chr4	134,129,858	134,187,112	57,255	-	5,269	ENSMUSG00000037443.13	protein_coding	70012	Cep85	2.315414180	MGI:MGI:1917262	-0.099129322	-3.618735524	0.00051041828548	0.0058224414
chr6	6,041,218	6,217,118	175,901	-	3,798	ENSMUSG00000015112.15	protein_coding	50799	Slc25a13	0.886425761	MGI:MGI:1354721	-0.142994808	-3.618883449	0.00051016705982	0.0058224414
chr1	89,070,415	89,155,068	84,654	+	5,112	ENSMUSG00000036206.12	protein_coding	98402	Sh3bp4	6.931787164	MGI:MGI:2138297	-0.105490644	-3.617925397	0.00051179623307	0.0058348276
chr7	44,549,616	44,553,895	4,280	-	3,354	ENSMUSG00000060601.13	protein_coding	22260	Nr1h2	8.797087895	MGI:MGI:1352463	-0.106706446	-3.617412666	0.00051267016338	0.0058414568
chr11	3,639,785	3,649,042	9,258	-	9,734	ENSMUSG00000056579.18	protein_coding	544752	Tug1	15.607047234	MGI:MGI:2144114	-0.057800327	-3.617199326	0.00051303420921	0.0058422721
chr6	120,488,939	120,493,807	4,869	-	4,869	ENSMUSG00000094626.1	protein_coding	94047	Tmem121b	10.533951807	MGI:MGI:2136977	0.087472572	3.616380608	0.00051443356052	0.0058548695
chr7	81,600,481	81,707,527	107,047	-	12,621	ENSMUSG00000025813.14	protein_coding	26557	Homer2	5.041991130	MGI:MGI:1347354	0.088081419	3.616028086	0.00051503720608	0.0058584016
chr2	91,202,885	91,214,098	11,214	+	5,186	ENSMUSG00000002103.16	protein_coding	11432	Acp2	14.356893634	MGI:MGI:87882	-0.059056001	-3.615027608	0.00051675404906	0.0058745847
chr18	38,267,089	38,284,402	17,314	-	6,058	ENSMUSG00000024440.13	protein_coding	53601	Pcdh12	0.487426625	MGI:MGI:1855700	-0.268038060	-3.614017768	0.00051849246413	0.0058909946
chr11	68,943,155	68,957,480	14,326	-	6,483	ENSMUSG00000052921.13	protein_coding	442801	Arhgef15	2.506225913	MGI:MGI:3045246	-0.161668786	-3.613103371	0.00052007136388	0.0059055744
chr9	120,301,513	120,474,841	173,329	+	5,537	ENSMUSG00000041794.13	protein_coding	245049	Myrip	5.460363163	MGI:MGI:2384407	0.154134497	3.611798118	0.00052233306619	0.0059278867
chr4	106,561,038	106,589,113	28,076	+	4,028	ENSMUSG00000034926.3	protein_coding	74754	Dhcr24	34.064893922	MGI:MGI:1922004	0.131382242	3.610173386	0.00052516139243	0.0059566006
chr2	164,879,304	164,894,454	15,151	+	6,544	ENSMUSG00000039849.6	protein_coding	228866	Pcif1	13.929096639	MGI:MGI:2443858	0.086934730	3.609680751	0.00052602183636	0.0059595917
chr4	20,042,052	20,066,750	24,699	+	1,965	ENSMUSG00000073987.4	protein_coding	14590	Ggh	7.279388015	MGI:MGI:1329035	0.094731396	3.609750848	0.00052589932308	0.0059595917
chr10	75,943,057	75,949,637	6,581	+	859	ENSMUSG00000000903.3	protein_coding	22364	Vpreb3	0.546923073	MGI:MGI:98938	0.784658078	3.609277090	0.00052672787477	0.0059642078
chr1	163,929,100	163,955,114	26,015	+	5,802	ENSMUSG00000026584.14	protein_coding	240880	Scyl3	4.297665658	MGI:MGI:1921385	0.117971862	3.608591746	0.00052792865889	0.0059678386
chr7	31,130,127	31,155,896	25,770	-	5,239	ENSMUSG00000001248.15	protein_coding	52857	Gramd1a	29.563592719	MGI:MGI:105490	-0.090266299	-3.608582502	0.00052794487263	0.0059678386
chrX	140,456,613	140,476,140	19,528	+	1,993	ENSMUSG00000031432.3	protein_coding	19139	Prps1	30.449656808	MGI:MGI:97775	0.058688140	3.608706213	0.00052772792236	0.0059678386
chr4	141,016,637	141,060,550	43,914	-	8,266	ENSMUSG00000040860.16	protein_coding	230872	Crocc	3.169683044	MGI:MGI:3529431	-0.142830205	-3.607524856	0.00052980311817	0.0059854567
chr11	73,199,460	73,224,502	25,043	+	2,985	ENSMUSG00000005951.13	protein_coding	74637	Shpk	0.846741608	MGI:MGI:1921887	0.197815967	3.606572620	0.00053148146858	0.0060010237
chr2	170,346,991	170,427,845	80,855	-	3,775	ENSMUSG00000013523.13	protein_coding	76960	Bcas1	6.002578726	MGI:MGI:1924210	0.164742146	3.606129766	0.00053226373363	0.0060055593
chr2	172,440,556	172,469,908	29,353	+	2,644	ENSMUSG00000027502.11	protein_coding	66404	Rtf2	31.219048084	MGI:MGI:1913654	0.073252666	3.606004895	0.00053248450539	0.0060055593
chr5	54,349,991	54,358,543	8,553	+	2,753	ENSMUSG00000105912.1	lincRNA	330086	Gm10440	0.115199543	MGI:MGI:3641803	-0.403358945	-3.605378718	0.00053359289414	0.0060121340
chr17	24,937,419	24,960,669	23,251	-	4,840	ENSMUSG00000024165.9	protein_coding	52009	Jpt2	7.913017209	MGI:MGI:1196260	-0.077667101	-3.605335513	0.00053366945111	0.0060121340
chr11	99,415,666	99,422,259	6,594	-	1,852	ENSMUSG00000020912.4	protein_coding	268482	Krt12	1.944716191	MGI:MGI:96687	0.332859766	3.604965720	0.00053432513451	0.0060161275
chr5	33,720,043	33,723,669	3,627	-	3,627	ENSMUSG00000106896.1	TEC	100048901	G630022F23Rik	0.407436380	MGI:MGI:3704248	0.232268787	3.604654235	0.00053487802476	0.0060189598
chr12	81,228,284	81,243,258	14,975	+	2,865	ENSMUSG00000098128.1	antisense	100042143	Gm3693	1.512474781	MGI:MGI:3781869	-0.202586914	-3.604390289	0.00053534695651	0.0060208447
chr4	124,802,104	124,849,379	47,276	+	8,907	ENSMUSG00000028890.13	protein_coding	17764	Mtf1	2.961089689	MGI:MGI:101786	0.095683374	3.603888904	0.00053623880305	0.0060274811
chr14	32,408,203	32,465,957	57,755	-	4,703	ENSMUSG00000021919.8	protein_coding	12647	Chat	0.111574149	MGI:MGI:88392	-0.372274749	-3.602946114	0.00053791962323	0.0060429733
chr9	98,590,495	98,591,750	1,256	+	1,256	ENSMUSG00000102861.1	antisense	NA	Gm37637	0.284088656	NA	-0.567466947	-3.602282981	0.00053910485939	0.0060528839
chr1	192,098,546	192,138,010	39,465	-	13,622	ENSMUSG00000037395.15	protein_coding	214742	Rcor3	1.997234014	MGI:MGI:2441920	0.097438852	3.602070377	0.00053948537652	0.0060537533
chr7	30,563,344	30,567,958	4,615	+	3,234	ENSMUSG00000109378.1	protein_coding	NA	Gm49396	0.370866462	NA	-0.270955837	-3.601591716	0.00054034301525	0.0060599727
chr1	33,908,225	34,307,592	399,368	+	41,619	ENSMUSG00000026131.20	protein_coding	13518	Dst	6.088630517	MGI:MGI:104627	-0.147934370	-3.599672453	0.00054379484846	0.0060952628
chr15	85,535,437	85,582,473	47,037	-	4,898	ENSMUSG00000022382.15	protein_coding	22422	Wnt7b	17.247519840	MGI:MGI:98962	0.143792504	3.598023041	0.00054677805304	0.0061252635
chr19	10,634,213	10,666,213	32,001	+	5,301	ENSMUSG00000043789.8	protein_coding	71768	Vwce	0.216085530	MGI:MGI:1919018	-0.261149908	-3.595494108	0.00055138216384	0.0061733786
chr16	43,889,800	43,964,314	74,515	+	4,230	ENSMUSG00000022701.18	protein_coding	212153	Ccdc191	0.720105878	MGI:MGI:1922661	-0.223725313	-3.594495884	0.00055320960768	0.0061903690
chr3	122,294,136	122,530,191	236,056	+	5,604	ENSMUSG00000028121.8	protein_coding	29815	Bcar3	1.956027570	MGI:MGI:1352501	0.127406037	3.593372280	0.00055527345400	0.0062099843
chr1	175,059,087	175,492,500	433,414	-	6,019	ENSMUSG00000026527.13	protein_coding	24012	Rgs7	9.139261756	MGI:MGI:1346089	0.072643948	3.593092050	0.00055578932094	0.0062122753
chr2	144,459,280	144,500,267	40,988	+	3,113	ENSMUSG00000083674.3	transcribed_unitary_pseudogene	668917	Zfp133-ps	0.489462404	MGI:MGI:2176612	-0.264945874	-3.592885763	0.00055616935807	0.0062130463
chr18	53,221,392	53,221,886	495	-	495	ENSMUSG00000118240.1	processed_pseudogene	271521	Gm1859	0.747789758	MGI:MGI:3037717	-0.321535552	-3.592616578	0.00055666564149	0.0062151143
chr10	80,567,124	80,577,321	10,198	-	2,674	ENSMUSG00000035397.8	protein_coding	118445	Klf16	12.657533060	MGI:MGI:2153049	0.106312385	3.592183541	0.00055746489043	0.0062205607
chr1	88,262,471	88,277,633	15,163	-	8,331	ENSMUSG00000044783.16	protein_coding	381280	Hjurp	10.508696217	MGI:MGI:2685821	-0.110779580	-3.590458092	0.00056066034850	0.0062463829
chr11	110,025,634	110,095,978	70,345	-	6,272	ENSMUSG00000041828.15	protein_coding	217258	Abca8a	0.796883355	MGI:MGI:2386846	-0.197106397	-3.590443920	0.00056068666630	0.0062463829
chr14	57,424,062	57,517,936	93,875	+	4,628	ENSMUSG00000040040.16	protein_coding	21821	Ift88	3.156149092	MGI:MGI:98715	-0.096757730	-3.590427499	0.00056071716172	0.0062463829
chr3	94,478,295	94,492,188	13,894	+	5,473	ENSMUSG00000028137.9	protein_coding	78784	Celf3	36.326540860	MGI:MGI:1926034	-0.078352309	-3.589594933	0.00056226539398	0.0062531676
chr10	22,360,552	22,374,139	13,588	+	1,441	ENSMUSG00000078452.10	protein_coding	56554	Raet1d	0.141085869	MGI:MGI:1861032	-0.577521417	-3.589677402	0.00056211185338	0.0062531676
chr12	112,772,194	112,802,657	30,464	-	14,163	ENSMUSG00000072812.4	protein_coding	100041194	MGI:MGI:2144831	0.169767839	MGI:MGI:2144831	-0.399895563	-3.589809855	0.00056186533818	0.0062531676
chr1	85,894,281	85,908,675	14,395	+	2,491	ENSMUSG00000026223.15	protein_coding	64294	Itm2c	105.505968419	MGI:MGI:1927594	0.101499732	3.588696080	0.00056394144172	0.0062550823
chr2	122,738,503	122,749,475	10,973	+	3,899	ENSMUSG00000005804.14	protein_coding	18457	Bloc1s6	13.197310462	MGI:MGI:1927580	0.069152431	3.588662921	0.00056400336283	0.0062550823
chr4	141,576,062	141,606,052	29,991	-	4,457	ENSMUSG00000006219.12	protein_coding	74202	Fblim1	4.123825148	MGI:MGI:1921452	-0.119760270	-3.588889874	0.00056357968230	0.0062550823
chr6	58,831,465	58,920,398	88,934	+	9,127	ENSMUSG00000029804.17	protein_coding	73998	Herc3	10.044834658	MGI:MGI:1921248	-0.106618997	-3.589130625	0.00056313057567	0.0062550823
chr8	104,226,685	104,248,558	21,874	-	3,571	ENSMUSG00000035824.7	protein_coding	57813	Tk2	12.775798849	MGI:MGI:1913266	0.083618982	3.589060336	0.00056326166073	0.0062550823
chr1	4,880,049	4,880,651	603	-	603	ENSMUSG00000062588.4	processed_pseudogene	619829	Gm6104	5.143735526	MGI:MGI:3648587	0.137755992	3.588353183	0.00056458207291	0.0062580257
chr17	31,608,894	31,637,199	28,306	-	7,485	ENSMUSG00000024039.15	protein_coding	12411	Cbs	3.026839734	MGI:MGI:88285	0.119039897	3.587700767	0.00056580288078	0.0062680792
chr1	57,406,328	57,417,953	11,626	+	7,878	ENSMUSG00000025971.6	protein_coding	68115	Maip1	2.715684878	MGI:MGI:1915365	0.104030781	3.586900191	0.00056730434882	0.0062812290
chr2	173,000,117	173,015,739	15,623	+	2,554	ENSMUSG00000027509.11	protein_coding	66679	Rae1	22.796571069	MGI:MGI:1913929	0.078559137	3.586238641	0.00056854792497	0.0062819594
chr7	38,183,217	38,197,563	14,347	+	3,949	ENSMUSG00000054676.15	protein_coding	72244	1600014C10Rik	5.650043224	MGI:MGI:1919494	-0.154794951	-3.586343028	0.00056835152822	0.0062819594
chr13	56,522,472	56,537,898	15,427	+	4,795	ENSMUSG00000035509.17	protein_coding	213311	Fbxl21	0.566911072	MGI:MGI:2442921	-0.203251865	-3.586195907	0.00056862834510	0.0062819594
chr15	78,559,167	78,572,783	13,617	-	3,103	ENSMUSG00000033220.7	protein_coding	19354	Rac2	4.515585508	MGI:MGI:97846	0.214280646	3.586281962	0.00056846641307	0.0062819594
chr13	73,937,811	73,960,894	23,084	+	6,949	ENSMUSG00000057649.6	protein_coding	105246	Brd9	10.739739603	MGI:MGI:2145317	-0.069924330	-3.585914319	0.00056915852765	0.0062843408
chr11	116,142,285	116,168,148	25,864	-	7,751	ENSMUSG00000020776.18	protein_coding	217335	Fbf1	9.939850380	MGI:MGI:1922033	-0.086184473	-3.585682130	0.00056959605160	0.0062856970
chr5	118,245,227	118,266,093	20,867	+	5,649	ENSMUSG00000032840.7	protein_coding	76792	Spring1	10.578771906	MGI:MGI:1924042	0.078616367	3.584872365	0.00057112442780	0.0062976829
