chr	start	end	width	strand	Length	gencodeID	gene_type	EntrezID	Symbol	meanExprs	MGI_Symbol	logFC	t	P.Value	adj.P.Val
chr9	102,834,917	102,907,542	72,626	+	4,534	ENSMUSG00000032547.12	protein_coding	20187	Ryk	12.090297391	MGI:MGI:101766	0.144949288	4.147907321	0.000204031	0.014136955
chr10	88,746,607	88,826,804	80,198	-	10,199	ENSMUSG00000004356.8	protein_coding	70683	Utp20	2.135070711	MGI:MGI:1917933	-0.218901513	-4.158741313	0.000197680	0.014136955
chr11	59,211,412	59,228,270	16,859	-	2,089	ENSMUSG00000048076.14	protein_coding	11840	Arf1	178.215983193	MGI:MGI:99431	0.088526604	4.149178228	0.000203276	0.014136955
chr13	59,755,409	59,769,810	14,402	-	10,680	ENSMUSG00000044792.7	protein_coding	69046	Isca1	61.835112221	MGI:MGI:1916296	0.101859446	4.153099792	0.000200963	0.014136955
chr15	100,615,349	100,620,761	5,413	+	2,900	ENSMUSG00000000346.9	protein_coding	23994	Dazap2	50.656096203	MGI:MGI:1344344	0.100065641	4.147718112	0.000204144	0.014136955
chr17	12,915,701	12,924,556	8,856	+	5,030	ENSMUSG00000068039.13	protein_coding	21454	Tcp1	52.410220975	MGI:MGI:98535	0.087501020	4.150874666	0.000202272	0.014136955
chr18	34,859,823	34,864,984	5,162	+	4,484	ENSMUSG00000038418.7	protein_coding	13653	Egr1	15.734739173	MGI:MGI:95295	0.398218935	4.146862409	0.000204654	0.014136955
chr15	82,040,525	82,047,598	7,074	-	2,924	ENSMUSG00000063480.8	protein_coding	20826	Snu13	33.792469302	MGI:MGI:893586	0.105991821	4.143033434	0.000206953	0.014156435
chr4	116,601,052	116,627,941	26,890	-	7,518	ENSMUSG00000028693.15	protein_coding	50927	Nasp	14.426681103	MGI:MGI:1355328	0.133640835	4.141223990	0.000208048	0.014182777
chr10	81,528,724	81,545,190	16,467	-	4,097	ENSMUSG00000034781.5	protein_coding	14672	Gna11	34.915386912	MGI:MGI:95766	0.134974697	4.138317809	0.000209819	0.014254845
chr1	64,029,447	64,122,282	92,836	-	8,131	ENSMUSG00000025959.13	protein_coding	93691	Klf7	18.750896921	MGI:MGI:1935151	0.130021120	4.117954730	0.000222648	0.014873457
chr1	91,373,861	91,398,700	24,840	-	5,556	ENSMUSG00000026309.14	protein_coding	67444	Ilkap	8.580463687	MGI:MGI:1914694	0.114152907	4.118244819	0.000222460	0.014873457
chr2	83,812,636	83,883,486	70,851	+	5,744	ENSMUSG00000048388.3	protein_coding	241520	Fam171b	48.608873038	MGI:MGI:2444579	0.132994614	4.118651376	0.000222196	0.014873457
chr6	8,509,600	8,597,548	87,949	+	7,756	ENSMUSG00000029638.17	protein_coding	170772	Glcci1	0.246804273	MGI:MGI:2179717	0.435061925	4.121886984	0.000220112	0.014873457
chr11	119,343,425	119,355,502	12,078	-	4,414	ENSMUSG00000005043.13	protein_coding	27029	Sgsh	0.982915513	MGI:MGI:1350341	-0.297548871	-4.118103910	0.000222551	0.014873457
chr1	183,296,590	183,325,476	28,887	+	6,175	ENSMUSG00000042901.10	protein_coding	108909	Aida	9.869270473	MGI:MGI:1919737	0.185776782	4.115098798	0.000224507	0.014915193
chr2	105,386,291	105,399,319	13,029	-	3,196	ENSMUSG00000005973.6	protein_coding	19672	Rcn1	10.300771207	MGI:MGI:104559	-0.206381299	-4.113564255	0.000225513	0.014915193
chr7	130,865,756	130,913,312	47,557	+	8,527	ENSMUSG00000040268.17	protein_coding	101476	Plekha1	8.321235461	MGI:MGI:2442213	0.170852348	4.114010303	0.000225220	0.014915193
chr2	122,681,233	122,702,663	21,431	-	5,482	ENSMUSG00000005802.12	protein_coding	22785	Slc30a4	15.198267723	MGI:MGI:1345282	0.153662735	4.106682033	0.000230076	0.015166808
chr8	33,599,625	33,619,441	19,817	+	1,469	ENSMUSG00000009630.10	protein_coding	19053	Ppp2cb	78.114268909	MGI:MGI:1321161	0.094148136	4.105419550	0.000230923	0.015172563
chr1	75,134,554	75,142,697	8,144	-	5,635	ENSMUSG00000033159.14	protein_coding	69171	Cnppd1	8.154542467	MGI:MGI:1916421	0.157775066	4.099802189	0.000234729	0.015271886
chr7	4,825,552	4,844,696	19,145	-	6,639	ENSMUSG00000053550.13	protein_coding	232813	Shisa7	19.937130003	MGI:MGI:3605641	0.181226045	4.100861770	0.000234006	0.015271886
chr16	45,158,785	45,188,538	29,754	+	3,154	ENSMUSG00000022663.3	protein_coding	67841	Atg3	11.462163886	MGI:MGI:1915091	0.152938913	4.100063783	0.000234550	0.015271886
chr8	3,457,105	3,467,680	10,576	-	3,397	ENSMUSG00000069633.12	protein_coding	69129	Pex11g	0.308416043	MGI:MGI:1920905	-0.398092730	-4.096245956	0.000237169	0.015281360
chr9	92,538,801	92,542,869	4,069	-	4,069	ENSMUSG00000103622.1	TEC	NA	B430319G15Rik	0.432997317	NA	-0.391858838	-4.097773371	0.000236118	0.015281360
chr10	43,578,284	43,583,127	4,844	+	2,580	ENSMUSG00000047139.9	protein_coding	12484	Cd24a	601.219981386	MGI:MGI:88323	0.189452322	4.097287599	0.000236452	0.015281360
chr7	90,185,927	90,188,198	2,272	+	2,272	ENSMUSG00000109005.1	TEC	NA	Gm45221	0.386666165	NA	0.722294211	4.092704803	0.000239624	0.015382913
chr15	80,133,127	80,161,707	28,581	+	3,360	ENSMUSG00000022414.8	protein_coding	66513	Tab1	10.599108854	MGI:MGI:1913763	-0.166796607	-4.091757010	0.000240286	0.015382913
chr7	142,591,744	142,620,804	29,061	+	7,227	ENSMUSG00000110125.1	lincRNA	102635939	Gm33148	0.076006919	MGI:MGI:5592307	-0.524475964	-4.088288180	0.000242721	0.015428265
chr15	76,327,397	76,330,677	3,281	+	1,945	ENSMUSG00000034259.8	protein_coding	109075	Exosc4	11.531207545	MGI:MGI:1923576	0.158089933	4.088478339	0.000242587	0.015428265
chrX	140,342,263	140,435,467	93,205	+	10,256	ENSMUSG00000042425.18	protein_coding	245643	Frmpd3	2.397515841	MGI:MGI:3646547	-0.188563922	-4.087452938	0.000243311	0.015428265
chr3	158,010,473	158,036,639	26,167	-	8,446	ENSMUSG00000055436.18	protein_coding	69207	Srsf11	13.363191255	MGI:MGI:1916457	0.200207012	4.084278929	0.000245567	0.015521983
chr6	135,137,522	135,198,022	60,501	-	3,711	ENSMUSG00000042770.8	protein_coding	15199	Hebp1	6.461259017	MGI:MGI:1333880	-0.319615449	-4.082367723	0.000246934	0.015533928
chr13	51,100,880	51,152,546	51,667	+	4,498	ENSMUSG00000021395.11	protein_coding	20729	Spin1	69.049174607	MGI:MGI:109242	0.111098502	4.081843226	0.000247311	0.015533928
chr6	116,208,038	116,262,686	54,649	+	7,551	ENSMUSG00000024104.11	protein_coding	28006	Washc2	12.459454314	MGI:MGI:106463	0.120853249	4.080298816	0.000248423	0.015554881
chr7	141,297,180	141,327,672	30,493	-	4,389	ENSMUSG00000058886.9	protein_coding	54006	Deaf1	30.011109455	MGI:MGI:1858496	0.180091718	4.072239165	0.000254308	0.015852264
chr10	81,292,963	81,319,972	27,010	+	5,730	ENSMUSG00000034902.17	protein_coding	18717	Pip5k1c	69.918341539	MGI:MGI:1298224	0.116265366	4.071627616	0.000254760	0.015852264
chr9	100,597,798	100,958,545	360,748	+	11,781	ENSMUSG00000037286.15	protein_coding	20842	Stag1	6.423355175	MGI:MGI:1098658	0.121922388	4.067951844	0.000257494	0.015874419
chr11	99,209,047	99,231,017	21,971	-	6,650	ENSMUSG00000037935.16	protein_coding	57376	Smarce1	23.127866723	MGI:MGI:1927347	0.112337750	4.067942887	0.000257500	0.015874419
chr19	46,883,317	47,015,153	131,837	-	11,037	ENSMUSG00000025041.17	protein_coding	76952	Nt5c2	8.024442858	MGI:MGI:2178563	0.101923960	4.069732152	0.000256166	0.015874419
chr7	24,270,420	24,277,794	7,375	+	3,633	ENSMUSG00000055305.15	protein_coding	22755	Zfp93	2.317770070	MGI:MGI:107611	-0.234102778	-4.066691908	0.000258437	0.015883154
chr4	129,307,100	129,335,370	28,271	-	8,744	ENSMUSG00000057236.10	protein_coding	19646	Rbbp4	24.955883844	MGI:MGI:1194912	0.099202501	4.061968386	0.000262005	0.016003933
chr7	107,863,039	107,863,500	462	+	462	ENSMUSG00000066245.5	processed_pseudogene	626661	Gm10156	15.554341141	MGI:MGI:3642344	0.267955041	4.063008023	0.000261216	0.016003933
chr15	31,224,314	31,274,341	50,028	+	1,925	ENSMUSG00000039168.15	protein_coding	223453	Dap	16.974826713	MGI:MGI:1918190	-0.161130223	-4.057558431	0.000265379	0.016160621
chr17	25,261,916	25,274,622	12,707	-	5,474	ENSMUSG00000015120.15	protein_coding	22196	Ube2i	21.640628320	MGI:MGI:107365	0.124266333	4.054959980	0.000267387	0.016233412
chr4	44,755,877	44,932,203	176,327	+	9,612	ENSMUSG00000035649.17	protein_coding	319885	Zcchc7	2.266515872	MGI:MGI:2442912	0.216165845	4.053902310	0.000268209	0.016233949
chr11	100,361,716	100,362,126	411	-	411	ENSMUSG00000091478.2	processed_pseudogene	100041835	Gm10039	46.659336197	MGI:MGI:3704382	0.149927340	4.050505182	0.000270864	0.016345155
chr5	146,951,573	146,963,800	12,228	-	5,127	ENSMUSG00000016510.11	protein_coding	76366	Mtif3	3.048296572	MGI:MGI:1923616	-0.170569431	-4.047006888	0.000273626	0.016462065
chr5	110,076,136	110,094,420	18,285	-	3,693	ENSMUSG00000109771.1	protein_coding	102638847	Gm35315	0.313237170	MGI:MGI:5594474	-0.542663538	-4.042381041	0.000277320	0.016534888
chr13	3,298,887	3,299,667	781	+	781	ENSMUSG00000114003.1	processed_pseudogene	674228	Gm9616	41.367330666	MGI:MGI:3780024	0.133616153	4.044109039	0.000275934	0.016534888
chr17	32,113,411	32,141,356	27,946	+	3,157	ENSMUSG00000097305.2	antisense	100504381	Gm17276	0.303498289	MGI:MGI:4936910	-0.540197947	-4.042639970	0.000277112	0.016534888
chr1	178,951,960	179,518,034	566,075	-	9,184	ENSMUSG00000055067.15	protein_coding	69726	Smyd3	3.969145204	MGI:MGI:1916976	0.149083239	4.037911770	0.000280935	0.016541796
chr5	138,139,702	138,155,744	16,043	-	6,754	ENSMUSG00000037007.17	protein_coding	56314	Zfp113	2.138873225	MGI:MGI:1929116	-0.215742487	-4.037124503	0.000281577	0.016541796
chr6	85,451,514	85,468,475	16,962	+	6,778	ENSMUSG00000030007.8	protein_coding	12468	Cct7	42.583879769	MGI:MGI:107184	0.081969035	4.039309345	0.000279800	0.016541796
chr7	62,094,506	62,209,479	114,974	-	3,015	ENSMUSG00000045813.7	lincRNA	330552	Gm9801	0.970489027	MGI:MGI:3647139	0.286979824	4.040322475	0.000278979	0.016541796
chr11	65,151,910	65,159,891	7,982	-	1,093	ENSMUSG00000020548.10	protein_coding	74282	1700086D15Rik	0.223806604	MGI:MGI:1921532	0.795698130	4.037639410	0.000281157	0.016541796
chr4	155,989,466	155,992,649	3,184	-	3,184	ENSMUSG00000050796.4	protein_coding	117592	B3galt6	6.350609080	MGI:MGI:2152819	-0.147371499	-4.034753106	0.000283518	0.016543355
chr6	87,999,106	88,045,270	46,165	-	2,610	ENSMUSG00000079477.9	protein_coding	19349	Rab7	96.015693499	MGI:MGI:105068	0.075309920	4.032052473	0.000285744	0.016543355
chr11	3,288,874	3,309,083	20,210	+	5,904	ENSMUSG00000020453.17	protein_coding	56218	Patz1	9.659157316	MGI:MGI:1891832	0.141364365	4.032082792	0.000285719	0.016543355
chr11	50,210,890	50,235,103	24,214	+	2,719	ENSMUSG00000036620.14	protein_coding	103534	Mgat4b	43.324827231	MGI:MGI:2143974	0.144109940	4.032741457	0.000285175	0.016543355
chr18	23,989,632	24,005,376	15,745	+	3,040	ENSMUSG00000063281.9	protein_coding	22694	Zfp35	9.031784613	MGI:MGI:99179	-0.184556958	-4.033966419	0.000284165	0.016543355
chr1	5,070,018	5,162,340	92,323	+	9,746	ENSMUSG00000033793.12	protein_coding	108664	Atp6v1h	13.612294908	MGI:MGI:1914864	0.083497661	4.030859449	0.000286733	0.016552638
chr2	26,905,262	26,910,569	5,308	-	3,614	ENSMUSG00000015776.12	protein_coding	20933	Med22	16.626642732	MGI:MGI:98446	0.129486389	4.028357380	0.000288819	0.016584130
chr19	4,007,384	4,012,759	5,376	-	2,634	ENSMUSG00000037916.14	protein_coding	17995	Ndufv1	46.002799812	MGI:MGI:107851	0.111124244	4.028212780	0.000288939	0.016584130
chr9	13,297,957	13,709,388	411,432	+	6,598	ENSMUSG00000031925.17	protein_coding	270118	Maml2	2.140423585	MGI:MGI:2389460	0.182714559	4.026456284	0.000290413	0.016620928
chr13	74,553,910	74,564,256	10,347	-	1,920	ENSMUSG00000113047.1	lincRNA	NA	Gm47469	1.264671818	NA	-0.343122542	-4.024497908	0.000292064	0.016667673
chr14	76,414,961	76,507,762	92,802	+	8,994	ENSMUSG00000022010.19	protein_coding	21807	Tsc22d1	118.461758281	MGI:MGI:109127	0.080835249	4.022367735	0.000293870	0.016721412
chr19	4,962,147	4,966,999	4,853	+	3,229	ENSMUSG00000024902.5	protein_coding	66419	Mrpl11	16.884353413	MGI:MGI:2137215	0.125741988	4.021417351	0.000294680	0.016721412
chr16	21,331,902	21,333,129	1,228	-	1,455	ENSMUSG00000116632.1	transcribed_processed_pseudogene	76222	Magef1	10.231421090	MGI:MGI:1923472	0.149880093	3.998346099	0.000315012	0.017824530
chr3	108,107,280	108,146,146	38,867	-	3,262	ENSMUSG00000000001.4	protein_coding	14679	Gnai3	37.432416969	MGI:MGI:95773	0.106358056	3.997183106	0.000316073	0.017834010
chr7	29,303,951	29,317,264	13,314	+	5,376	ENSMUSG00000030584.14	protein_coding	29861	Dpf1	22.843136712	MGI:MGI:1352748	0.140069267	3.992567399	0.000320316	0.017921540
chr7	29,768,552	29,779,821	11,270	+	4,113	ENSMUSG00000046185.10	protein_coding	74352	Zfp84	5.386635977	MGI:MGI:107780	-0.276692467	-3.993226417	0.000319707	0.017921540
chr13	95,627,174	95,892,483	265,310	-	6,910	ENSMUSG00000021676.10	protein_coding	544963	Iqgap2	2.624479078	MGI:MGI:2449975	-0.207211200	-3.993695954	0.000319273	0.017921540
chr4	40,722,150	40,734,964	12,815	+	8,629	ENSMUSG00000028410.13	protein_coding	15502	Dnaja1	36.097034815	MGI:MGI:1270129	0.132665658	3.987196541	0.000325323	0.017984831
chr5	33,653,216	33,658,416	5,201	-	3,179	ENSMUSG00000019295.8	protein_coding	68366	Tmem129	5.885155341	MGI:MGI:1915616	-0.157947419	-3.985575214	0.000326850	0.017984831
chr6	18,170,687	18,322,767	152,081	+	7,765	ENSMUSG00000041301.15	protein_coding	12638	Cftr	0.104310379	MGI:MGI:88388	-0.523172338	-3.985901221	0.000326542	0.017984831
chr11	50,599,298	50,602,448	3,151	-	1,809	ENSMUSG00000085564.1	processed_transcript	NA	Gm12198	0.840953187	NA	0.362150689	3.989335208	0.000323320	0.017984831
chr11	58,104,153	58,118,594	14,442	+	2,636	ENSMUSG00000020515.13	protein_coding	69125	Cnot8	27.392893180	MGI:MGI:1916375	0.114190654	3.989502825	0.000323164	0.017984831
chr17	3,103,175	3,114,795	11,621	-	2,478	ENSMUSG00000116995.1	transcribed_processed_pseudogene	100417722	Gm21926	7.208765936	MGI:MGI:5439378	0.137435774	3.987511305	0.000325028	0.017984831
chr7	27,553,233	27,582,099	28,867	+	4,780	ENSMUSG00000049643.15	protein_coding	66367	2310022A10Rik	4.889505830	MGI:MGI:1913617	-0.148984325	-3.984085491	0.000328258	0.018012726
chr7	128,439,777	128,461,323	21,547	-	6,903	ENSMUSG00000030846.15	protein_coding	21843	Tial1	10.169985844	MGI:MGI:107913	0.171622206	3.982219383	0.000330031	0.018023847
chrX	7,884,028	7,894,464	10,437	+	4,729	ENSMUSG00000031156.18	protein_coding	22232	Slc35a2	4.247132562	MGI:MGI:1345297	-0.161537482	-3.981973444	0.000330266	0.018023847
chr7	27,959,135	27,979,139	20,005	-	9,180	ENSMUSG00000063047.9	protein_coding	338354	Zfp780b	2.076532133	MGI:MGI:2444764	-0.213987559	-3.977468029	0.000334588	0.018131106
chr18	10,325,177	10,562,940	237,764	+	11,022	ENSMUSG00000042942.18	protein_coding	381157	Greb1l	0.587197539	MGI:MGI:3576497	-0.344218165	-3.977088833	0.000334954	0.018131106
chrX	8,123,301	8,132,845	9,545	-	5,277	ENSMUSG00000031166.13	protein_coding	73447	Wdr13	58.712647653	MGI:MGI:1914661	0.097727332	3.978605631	0.000333492	0.018131106
chr3	106,502,260	106,547,802	45,543	-	3,116	ENSMUSG00000040774.15	protein_coding	99712	Cept1	9.815820199	MGI:MGI:2139793	-0.148291139	-3.976018512	0.000335990	0.018138030
chr17	26,941,253	26,972,434	31,182	+	6,931	ENSMUSG00000067629.13	protein_coding	240057	Syngap1	33.812968418	MGI:MGI:3039785	0.155700165	3.974293028	0.000337667	0.018179414
chr7	46,888,949	46,919,969	31,021	-	2,730	ENSMUSG00000014402.15	protein_coding	22088	Tsg101	42.743710871	MGI:MGI:106581	0.101757903	3.972016516	0.000339892	0.018249998
chr9	101,188,598	101,191,282	2,685	-	2,685	ENSMUSG00000104094.1	TEC	NA	Gm37314	0.081324777	NA	0.745667392	3.967057126	0.000344788	0.018463258
chr8	85,717,578	85,840,921	123,344	-	11,045	ENSMUSG00000031703.8	protein_coding	71927	Itfg1	22.649813823	MGI:MGI:106419	0.091671513	3.961602191	0.000350253	0.018705748
chr7	29,816,114	29,831,005	14,892	+	3,658	ENSMUSG00000011427.16	protein_coding	233056	Zfp790	6.043567544	MGI:MGI:1923431	-0.227800696	-3.959332875	0.000352551	0.018769600
chr14	31,251,450	31,259,944	8,495	+	4,682	ENSMUSG00000021901.10	protein_coding	104416	Bap1	35.396524553	MGI:MGI:1206586	0.087158749	3.958569150	0.000353328	0.018769600
chr5	112,384,354	112,394,866	10,513	-	4,010	ENSMUSG00000029348.11	protein_coding	72898	Asphd2	24.310961486	MGI:MGI:1920148	0.124600378	3.954495646	0.000357499	0.018918111
chr6	86,404,219	86,431,201	26,983	+	15,750	ENSMUSG00000071337.11	protein_coding	21841	Tia1	5.520722971	MGI:MGI:107914	0.216800127	3.953992411	0.000358018	0.018918111
chrM	2,751	3,707	957	+	957	ENSMUSG00000064341.1	protein_coding	NA	mt-Nd1	4,809.943122297	NA	0.069679945	3.952790874	0.000359259	0.018933613
chr4	106,662,256	106,678,944	16,689	-	3,568	ENSMUSG00000025413.13	protein_coding	72354	Ttc4	14.648003098	MGI:MGI:1919604	0.132581068	3.950237115	0.000361911	0.019023194
chr11	115,644,045	115,708,597	64,553	-	2,916	ENSMUSG00000059923.13	protein_coding	14784	Grb2	64.751797530	MGI:MGI:95805	0.093778009	3.949321145	0.000362867	0.019023378
chr7	16,815,889	16,840,931	25,043	+	7,958	ENSMUSG00000030374.15	protein_coding	97387	Strn4	30.661047468	MGI:MGI:2142346	0.101040261	3.947130964	0.000365163	0.019093615
chr5	23,503,264	23,684,617	181,354	-	13,901	ENSMUSG00000062604.11	protein_coding	20817	Srpk2	13.104879437	MGI:MGI:1201408	0.120688540	3.943453690	0.000369049	0.019146375
chr9	45,253,837	45,269,149	15,313	-	3,498	ENSMUSG00000032089.16	protein_coding	16154	Il10ra	1.508319986	MGI:MGI:96538	-0.685676592	-3.942553935	0.000370006	0.019146375
chr12	113,014,508	113,072,138	57,631	+	6,985	ENSMUSG00000021143.10	protein_coding	217893	Pacs2	29.324884707	MGI:MGI:1924399	0.101314215	3.943287189	0.000369226	0.019146375
chr13	3,538,063	3,567,871	29,809	+	10,558	ENSMUSG00000021218.10	protein_coding	14569	Gdi2	27.068939125	MGI:MGI:99845	0.083088151	3.943224435	0.000369293	0.019146375
chr2	94,300,767	94,406,679	105,913	-	8,984	ENSMUSG00000027194.16	protein_coding	74569	Ttc17	4.365964914	MGI:MGI:1921819	-0.131072636	-3.940817806	0.000371860	0.019146704
chr10	40,339,564	40,480,868	141,305	+	5,846	ENSMUSG00000038481.13	protein_coding	78334	Cdk19	21.585860562	MGI:MGI:1925584	0.186845927	3.940752346	0.000371930	0.019146704
chr6	87,458,545	87,533,235	74,691	-	4,434	ENSMUSG00000030047.14	protein_coding	232201	Arhgap25	2.028895427	MGI:MGI:2443687	-0.326684248	-3.938521803	0.000374325	0.019220461
chr16	19,946,496	19,983,037	36,542	-	2,609	ENSMUSG00000043008.9	protein_coding	239743	Klhl6	3.695460800	MGI:MGI:2686922	-0.339108423	-3.936166180	0.000376870	0.019301553
chr2	29,619,720	29,740,353	120,634	+	7,485	ENSMUSG00000039844.20	protein_coding	107746	Rapgef1	30.895925883	MGI:MGI:104580	0.143250364	3.934721331	0.000378440	0.019312469
chr6	113,697,050	113,710,949	13,900	+	3,548	ENSMUSG00000056952.13	protein_coding	381801	Tatdn2	17.141188022	MGI:MGI:3576210	0.144537684	3.934038617	0.000379184	0.019312469
chr19	29,251,828	29,313,080	61,253	+	5,030	ENSMUSG00000024789.13	protein_coding	16452	Jak2	20.886943546	MGI:MGI:96629	0.159574989	3.933305809	0.000379984	0.019312469
chr5	32,863,701	32,994,236	130,536	+	11,774	ENSMUSG00000037426.18	protein_coding	277854	Depdc5	3.909784085	MGI:MGI:2141101	0.122838505	3.929366500	0.000384313	0.019482696
chr9	96,196,275	96,318,878	122,604	+	14,029	ENSMUSG00000032411.15	protein_coding	211586	Tfdp2	27.154111480	MGI:MGI:107167	0.192565174	3.928489157	0.000385284	0.019482696
chrX	150,519,519	150,589,844	70,326	-	8,744	ENSMUSG00000025269.16	protein_coding	77622	Apex2	0.984665203	MGI:MGI:1924872	0.216206246	3.926794142	0.000387166	0.019528435
chr2	136,873,780	136,891,382	17,603	-	3,227	ENSMUSG00000027274.16	protein_coding	59030	Mkks	2.880478183	MGI:MGI:1891836	-0.211206888	-3.925098363	0.000389058	0.019574438
chr15	81,745,057	81,796,260	51,204	+	10,045	ENSMUSG00000022390.11	protein_coding	20286	Zc3h7b	28.790845657	MGI:MGI:1328310	0.134106993	3.922245454	0.000392262	0.019686024
chr2	144,270,663	144,280,516	9,854	+	3,348	ENSMUSG00000027424.11	protein_coding	74528	Mgme1	2.033106267	MGI:MGI:1921778	-0.225978309	-3.916320638	0.000398997	0.019923911
chr10	31,493,193	31,609,184	115,992	-	11,013	ENSMUSG00000063760.9	protein_coding	268291	Rnf217	2.400166064	MGI:MGI:3610311	0.179331637	3.916509694	0.000398780	0.019923911
chr4	130,531,602	130,573,966	42,365	-	1,426	ENSMUSG00000078532.9	protein_coding	67149	Nkain1	57.751987543	MGI:MGI:1914399	0.122245615	3.915198837	0.000400285	0.019938373
chr1	55,405,921	55,754,285	348,365	+	6,687	ENSMUSG00000038349.10	protein_coding	227120	Plcl1	3.784045095	MGI:MGI:3036262	0.205762941	3.906926270	0.000409908	0.020271572
chr8	26,119,368	26,151,790	32,423	+	6,237	ENSMUSG00000013878.18	protein_coding	77733	Rnf170	3.094236635	MGI:MGI:1924983	0.188455626	3.905970561	0.000411034	0.020271572
chr13	67,121,660	67,138,742	17,083	+	3,776	ENSMUSG00000057396.7	protein_coding	268670	Zfp759	2.021668541	MGI:MGI:2446280	-0.288486386	-3.906453538	0.000410464	0.020271572
chr18	37,935,844	37,955,016	19,173	-	4,054	ENSMUSG00000024454.16	protein_coding	15183	Hdac3	24.821501655	MGI:MGI:1343091	0.106713315	3.907296020	0.000409473	0.020271572
chr1	183,276,352	183,297,256	20,905	-	5,010	ENSMUSG00000046836.13	protein_coding	71678	Brox	25.590879096	MGI:MGI:1918928	0.110127097	3.905024122	0.000412152	0.020276652
chr7	126,248,862	126,292,820	43,959	+	4,478	ENSMUSG00000042978.11	protein_coding	104175	Sbk1	184.479055704	MGI:MGI:2135937	0.155129841	3.902413365	0.000415252	0.020378960
chr4	13,743,436	13,893,649	150,214	+	7,959	ENSMUSG00000006586.15	protein_coding	12395	Runx1t1	10.161809753	MGI:MGI:104793	0.154650779	3.899911441	0.000418244	0.020471290
chr7	83,755,904	83,757,281	1,378	+	1,378	ENSMUSG00000063902.13	processed_pseudogene	666170	Gm7964	32.335948561	MGI:MGI:3646150	0.119524698	3.899129590	0.000419183	0.020471290
chr3	96,172,332	96,177,564	5,233	+	2,162	ENSMUSG00000068856.3	protein_coding	107701	Sf3b4	24.905003463	MGI:MGI:109580	0.131613879	3.897139601	0.000421583	0.020538277
chr1	45,795,166	45,823,616	28,451	+	4,900	ENSMUSG00000025995.16	protein_coding	73674	Wdr75	6.594987526	MGI:MGI:1920924	-0.169617968	-3.892397058	0.000427356	0.020768891
chr2	143,915,320	143,943,324	28,005	+	1,911	ENSMUSG00000015932.8	protein_coding	56431	Dstn	116.787350124	MGI:MGI:1929270	0.091582483	3.886640705	0.000434467	0.020872986
chr7	19,282,624	19,296,160	13,537	+	4,585	ENSMUSG00000030401.16	protein_coding	20167	Rtn2	27.546117584	MGI:MGI:107612	0.107359597	3.888857144	0.000431716	0.020872986
chr7	120,635,176	120,659,524	24,349	+	2,552	ENSMUSG00000030884.12	protein_coding	67003	Uqcrc2	71.067760276	MGI:MGI:1914253	0.084061181	3.887430546	0.000433485	0.020872986
chr9	109,931,460	110,083,947	152,488	+	15,143	ENSMUSG00000032479.15	protein_coding	17758	Map4	31.531645893	MGI:MGI:97178	0.121073181	3.887665940	0.000433193	0.020872986
chr11	32,000,463	32,059,202	58,740	+	4,157	ENSMUSG00000020297.10	protein_coding	18197	Nsg2	262.123835593	MGI:MGI:1202070	0.082622937	3.885597692	0.000435768	0.020872986
chr14	7,545,151	7,568,566	23,416	-	2,055	ENSMUSG00000079364.3	protein_coding	100041874	Gm3558	0.555901469	MGI:MGI:3781735	0.299869910	3.886267257	0.000434933	0.020872986
chr11	121,616,197	121,673,153	56,957	-	3,518	ENSMUSG00000046605.14	protein_coding	210004	B3gntl1	1.972679999	MGI:MGI:2441705	-0.230468655	-3.882611210	0.000439514	0.021002030
chr9	119,925,257	119,937,565	12,309	-	4,146	ENSMUSG00000032513.8	protein_coding	74498	Gorasp1	6.275175726	MGI:MGI:1921748	-0.135261950	-3.879082706	0.000443980	0.021164789
chr11	77,493,562	77,507,786	14,225	+	4,838	ENSMUSG00000011877.13	protein_coding	216963	Git1	56.530720520	MGI:MGI:1927140	0.113072626	3.876756678	0.000446947	0.021255544
chr14	5,071,040	5,093,318	22,279	+	1,961	ENSMUSG00000095681.7	protein_coding	666772	Gm8281	4.616965778	MGI:MGI:3647811	0.169612727	3.874054842	0.000450419	0.021319129
chrX	48,541,625	48,594,452	52,828	-	5,236	ENSMUSG00000036916.13	protein_coding	208968	Zfp280c	4.595192579	MGI:MGI:2387585	0.197928501	3.874848352	0.000449397	0.021319129
chr7	31,130,127	31,155,896	25,770	-	5,239	ENSMUSG00000001248.15	protein_coding	52857	Gramd1a	29.563592719	MGI:MGI:105490	0.100563994	3.872231330	0.000452777	0.021338002
chr13	58,379,817	58,385,225	5,409	-	3,051	ENSMUSG00000021550.6	protein_coding	70153	2210016F16Rik	3.400063011	MGI:MGI:1917403	-0.224596698	-3.872094540	0.000452954	0.021338002
chr15	78,325,752	78,353,847	28,096	+	7,277	ENSMUSG00000071713.6	protein_coding	12983	Csf2rb	0.271307175	MGI:MGI:1339759	-0.505199180	-3.869239239	0.000456672	0.021462516
chr1	86,908,793	86,909,683	891	-	891	ENSMUSG00000084106.4	processed_pseudogene	620213	Gm6136	44.445442802	MGI:MGI:3646897	0.110279613	3.867081740	0.000459501	0.021524310
chr11	84,813,061	84,819,515	6,455	-	2,868	ENSMUSG00000018405.7	protein_coding	217038	Mrm1	4.759624454	MGI:MGI:2443470	-0.234933423	-3.866594444	0.000460142	0.021524310
